Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2023-08-28),1001,11,,,,,,,,,,,,
2022,429,100,339,1393,299,1376,320,1365,,,,,,
2021,327,154,322,1388,304,1369,295,1367,,,,,,
2020,265,204,234,1462,233,1417,194,1461,,,,,,
2019,227,216,262,1477,258,1433,204,1474,209,1408,281,194,,
2018,129,442,198,1533,187,1503,193,1489,201,1423,264,185,,
2017,127,465,218,1516,207,1477,198,1482,167,1461,158,464,,
2016,236,218,281,1426,249,1411,262,1390,205,1399,284,243,,
2015,143,415,197,1538,173,1518,195,1480,172,1485,191,375,,
2014,135,397,176,1569,171,1530,186,1500,136,1521,132,572,,
2013,207,240,228,1499,216,1462,238,1434,167,1465,168,422,,
2012,188,257,254,1478,226,1448,246,1426,163,1476,149,465,,
2011,212,232,245,1487,245,1428,216,1465,,,119,674,,
2010,283,158,330,1373,320,1317,277,1389,,,539,83,,
2009,242,186,,,,,,,,,498,98,,
2008,246,156,344,1372,333,1330,284,1392,241,1347,419,117,,
2007,232,174,353,1368,334,1337,339,1322,,,639,57,,
2006,440,68,,,,,,,,,650,50,,
2005,516,46,,,,,,,,,700,41,,
2004,814,13,,,,,,,,,1760,1,,
2003,1432,1,,,,,,,,,,,,
