Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,22,12,10,54.5%,11,5,6,45.5%,2010,2020,R128,17,1.05,7.5%,2.3%,63.5%,69.4%,53.0%,63.4%,38.6%,69.5%,35.4%
Roland Garros,9,Clay,13,4,9,30.8%,7,2,5,28.6%,2010,2019,Q3,10,0.99,3.7%,2.8%,61.5%,68.6%,49.8%,61.3%,38.2%,57.1%,37.0%
Wimbledon,8,Grass,18,10,8,55.6%,7,4,3,57.1%,2012,2019,R128,3,0.80,3.0%,6.8%,59.5%,64.5%,37.5%,53.6%,37.0%,56.7%,31.8%
US Open,10,Hard,23,13,10,56.5%,7,6,1,85.7%,2010,2019,R64,15,0.96,6.7%,2.3%,58.6%,71.0%,52.6%,63.4%,35.3%,54.5%,38.8%
Indian Wells Masters,4,Hard,5,1,4,20.0%,4,2,2,50.0%,2014,2021,Q2,5,0.86,6.1%,3.2%,57.4%,69.6%,50.3%,61.4%,33.2%,62.9%,27.3%
Miami Masters,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2015,2019,R128,4,1.05,4.8%,3.2%,59.0%,67.9%,56.3%,63.1%,38.8%,60.7%,28.2%
Acapulco,3,Hard,5,2,3,40.0%,0,0,0,-,2015,2019,Q2,5,0.89,3.5%,4.5%,57.1%,63.4%,52.0%,58.5%,36.8%,61.8%,47.4%
Delray Beach,2,Hard,3,1,2,33.3%,0,0,0,-,2018,2019,Q2,3,0.78,6.3%,4.3%,59.9%,63.7%,54.2%,59.9%,31.3%,55.0%,41.7%
New York,2,Hard,8,6,2,75.0%,5,4,1,80.0%,2018,2019,QF,8,1.10,6.7%,1.1%,70.5%,67.4%,55.6%,63.9%,39.5%,67.9%,56.5%
Montpellier,3,Hard,8,4,4,50.0%,4,1,3,25.0%,2010,2019,R32,8,0.91,6.8%,3.2%,64.3%,67.8%,50.5%,61.6%,35.0%,58.0%,48.6%
