Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
25-Apr-2022,Cuernavaca CH,Hard,F,448,191,(3) Jay Clarke [GBR] d. Menendez Maceiras,6-1 4-6 7-6(5),0.79,2.2%,2.2%,67.8%,70.5%,44.8%,1/5,2:37
28-Jun-2021,M25 Bakio,Hard,F,296,256,(2) Hugo Grenier [FRA] d. (4) Menendez Maceiras,6-0 6-1,,,,,,,,
15-Apr-2019,San Luis Potosi CH,Clay,F,137,351,Marc Andrea Huesler [SUI] d. (2) Menendez Maceiras,7-5 7-6(3),0.84,7.4%,1.2%,44.4%,63.9%,55.6%,3/6,1:48
30-Jul-2018,Segovia CH,Hard,F,143,184,(7) Ugo Humbert [FRA] d. (2) Menendez Maceiras,6-3 6-4,0.76,8.8%,1.5%,61.8%,69.0%,34.6%,5/8,1:35
02-Jul-2018,Recanati CH,Hard,F,146,301,(PR) Daniel Brands [GER] d. (5) Menendez Maceiras,7-5 6-3,0.65,6.9%,0.0%,69.0%,62.5%,72.2%,1/3,1:22
30-Apr-2018,Puerto Vallarta CH,Hard,F,148,257,(1) Menendez Maceiras d. (5) Danilo Petrovic [SRB],1-6 7-5 6-3,0.91,3.3%,2.2%,64.1%,55.9%,57.6%,5/10,2:04
15-May-2017,Samarkand CH,Clay,F,176,228,(4) Menendez Maceiras d. Aldin Setkic [BIH],6-4 6-2,1.47,19.6%,9.8%,72.5%,89.2%,35.7%,0/0,1:03
10-Apr-2017,San Luis Potosi CH,Clay,F,206,153,(5) Andrej Martin [SVK] d. (8) Menendez Maceiras,7-5 6-4,0.74,2.4%,1.2%,63.5%,64.8%,45.2%,7/10,1:56
27-Mar-2017,Leon CH,Hard,F,280,304,(Q) Menendez Maceiras d. (Q) Roberto Quiroz [ECU],6-4 3-6 6-3,1.32,6.5%,0.0%,50.6%,84.6%,57.9%,0/1,2:01
27-Jun-2016,Spain F19,Hard,F,219,394,(3) Ricardo Ojeda Lara [ESP] d. (1) Menendez Maceiras,6-2 6-3,,,,,,,,
