Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),497,108,463,1235,428,1235,419,1198,,,676,89,,
2025,560,85,,,,,,,,,402,187
2024,480,109,474,1180,462,1161,397,1200,,,268,288
2023,408,146,383,1247,377,1207,343,1269,,,,
2022,227,285,262,1421,313,1302,206,1434,211,1355,,
2021,248,290,283,1345,276,1321,288,1243,,,,
2020,184,376,,,,,,,,,427,164
2019,191,316,,,,,,,,,410,155
2018,626,21,,,,,,,,,358,163
2017,,,,,,,,,,,346,165
2016,824,16,,,,,,,,,369,140
