Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 US Open Q1,W vs Bouchard,4.1,4.1,4.1,44.9%,41.9%,47.4%,66.7%,57.2%,6.3%,0.0,0.0,-7.5,-8.4
2020 Australian Open Q2,L vs Arruabarrena,4.5,4.0,5.0,32.0%,47.4%,44.4%,55.6%,48.4%,5.4%,2.0,2.1,0.5,0.5
Career (2 matches),,4.3,4.0,4.5,39.5%,44.9%,45.9%,61.1%,52.8%,5.8%,1.0,1.0,-3.5,-3.6
