Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,88,43,45,48.9%,98-97,50.3%,888-908,49.4%,9-5,64.3%,19,59.8%,39.6%,3.5%,6.5%,62.9%,62.1%,39.7%,53.8%,45.4%,49.5%,0.98
Clay,171,109,62,63.7%,232-151,60.6%,1877-1598,54.0%,20-16,55.6%,38,51.9%,49.1%,1.3%,6.7%,67.6%,57.6%,38.5%,51.5%,50.3%,50.9%,1.04
Grass,6,4,2,66.7%,9-5,64.3%,79-57,58.1%,0-2,0.0%,0,,,,,,,,,,,
Carpet,12,5,7,41.7%,13-16,44.8%,140-136,50.7%,1-4,20.0%,0,,,,,,,,,,,
Finals,15,6,9,40.0%,15-23,39.5%,176-196,47.3%,2-5,28.6%,1,33.3%,30.0%,0.0%,10.9%,60.0%,51.5%,36.4%,45.5%,39.3%,42.2%,0.72
Semi-finals,28,15,13,53.6%,34-30,53.1%,296-296,50.0%,7-2,77.8%,6,39.3%,47.5%,1.5%,5.7%,64.3%,50.0%,37.8%,45.6%,49.3%,47.5%,0.91
Quarter-finals,45,28,17,62.2%,59-37,61.5%,479-408,54.0%,2-6,25.0%,10,55.4%,51.0%,2.5%,8.6%,66.9%,60.1%,34.8%,51.7%,49.7%,50.7%,1.03
vs Righties,167,94,73,56.3%,207-171,54.8%,1839-1704,51.9%,25-21,54.3%,29,55.3%,46.4%,2.4%,5.7%,67.6%,58.0%,41.3%,52.6%,48.6%,50.5%,1.02
vs Lefties,17,9,8,52.9%,20-16,55.6%,166-158,51.2%,1-2,33.3%,3,66.7%,38.7%,6.0%,3.3%,58.2%,57.5%,56.6%,57.1%,45.0%,50.8%,1.05
