Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 US Open Q1,W vs Bouchard,28.3%,36.7%,38.1%,38.9%,50.0%,45.5%,31.3%,40.0%,0.0%,13.0%,17.4%,30.0%,0.0%,50.0%,0.0%,-54
2020 Australian Open Q2,L vs Arruabarrena,11.1%,18.5%,45.5%,24.0%,40.0%,57.9%,36.4%,50.0%,0.0%,0.0%,0.0%,36.0%,70.0%,53.3%,100.0%,-119
Career (2 matches),,20.2%,28.1%,41.9%,32.8%,45.9%,51.2%,33.3%,44.1%,0.0%,6.3%,8.3%,33.3%,30.4%,52.0%,25.0%,-53
