Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Torino SF,W vs Waltert,55% (6/11),43% (6/14),2/5,1/3,43% (3/7),0/0,0/0,- (0/0),- (0/0)
2019 W25 Karuizawa R32,L vs Hontama,33% (5/15),54% (7/13),1/1,0/0,30% (3/10),1/3,1/2,- (0/0),- (0/0)
2019 W60 Kurume F,L vs Marino,53% (9/17),50% (1/2),0/0,0/0,75% (6/8),3/5,2/3,0% (0/4),0% (0/3)
2019 W60 Kurume QF,W vs Shibahara,60% (12/20),88% (7/8),3/4,1/1,50% (3/6),0/1,0/0,20% (1/5),40% (2/5)
2019 W60 Fukuoka R32,L vs Shimizu,36% (8/22),58% (7/12),1/2,0/1,56% (10/18),4/6,0/1,50% (3/6),33% (2/6)
2019 W80 Gifu R32,L vs Inglis,100% (5/5),40% (2/5),0/0,0/0,60% (6/10),3/5,2/3,- (0/0),- (0/0)
2019 W15 Antalya SF,W vs Vukovic,30% (6/20),75% (6/8),2/3,1/1,33% (3/9),1/1,0/0,64% (9/14),50% (7/14)
2019 W15 Antalya QF,W vs Paulenka,67% (6/9),60% (6/10),2/2,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R16,W vs Milenkovic,64% (7/11),56% (5/9),2/3,1/2,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R32,W vs Norin,45% (5/11),54% (7/13),2/3,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya F,L vs Mendez,46% (6/13),56% (5/9),0/0,0/0,33% (3/9),0/2,0/1,40% (2/5),20% (1/5)
2019 W15 Antalya SF,W vs Mironova,64% (7/11),45% (5/11),2/4,1/1,79% (11/14),0/0,0/0,100% (5/5),40% (2/5)
2019 W15 Antalya QF,W vs Roemer,50% (5/10),70% (7/10),2/3,1/2,64% (7/11),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R16,W vs Saner,100% (6/6),67% (6/9),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R32,W vs Sandberg,70% (7/10),42% (5/12),2/6,1/5,100% (6/6),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R16,L vs Ene,57% (4/7),71% (10/14),1/1,0/0,25% (3/12),1/3,1/2,- (0/0),- (0/0)
2019 W15 Antalya R32,W vs Ozturk,67% (4/6),100% (8/8),2/2,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R32,L vs Fetecau,50% (8/16),43% (6/14),1/5,0/4,60% (12/20),7/9,6/7,55% (6/11),67% (8/12)
2019 W15 Antalya F,L vs Chernyshova,70% (7/10),37% (7/19),1/4,0/0,42% (5/12),0/2,0/1,40% (2/5),20% (1/5)
2019 W15 Antalya SF,W vs Zuger,47% (7/15),60% (6/10),2/4,1/2,58% (7/12),3/4,0/0,- (0/0),- (0/0)
2019 (27 matches),,53.3%,55.3%,54.3%,52.8%,52.5%,55.3%,60.0%,53.8%,42.4%
2016 (1 matches),,60.0%,0.0%,-,-,37.5%,0.0%,0.0%,-,-
Career (28 matches),,53.4%,55.1%,54.3%,52.8%,52.0%,53.1%,57.1%,53.8%,42.4%
