Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,R32 (W25 Malibu CA)
2022,10,3,7,30.0%,10-13,43.5%,93-106,46.7%,1-0,100.0%,0,,,,,,,,,,,,QF (W25 Chiang Rai)
2021,27,11,16,40.7%,25-34,42.4%,278-306,47.6%,5-7,41.7%,0,,,,,,,,,,,,F (W25 Istanbul)
2020,16,8,8,50.0%,16-19,45.7%,155-162,48.9%,2-2,50.0%,1,25.0%,33.3%,5.9%,17.6%,51.0%,42.3%,36.0%,39.2%,44.8%,42.2%,0.74,F (W60 Kyoto)
2019,55,42,13,76.4%,90-38,70.3%,689-508,57.6%,10-6,62.5%,0,,,,,,,,,,,,W (4x)
2018,2,1,1,50.0%,2-2,50.0%,20-19,51.3%,1-0,100.0%,0,,,,,,,,,,,,R16 (Monastir $15K)
2016,34,22,12,64.7%,48-30,61.5%,402-324,55.4%,5-5,50.0%,0,,,,,,,,,,,,F (Grenoble $25K)
2015,32,11,21,34.4%,28-42,40.0%,303-322,48.5%,1-3,25.0%,0,,,,,,,,,,,,QF (2x)
2014,33,19,14,57.6%,43-34,55.8%,380-313,54.8%,4-4,50.0%,0,,,,,,,,,,,,W (Irapuato 25K)
2013,59,42,17,71.2%,89-45,66.4%,690-488,58.6%,1-6,14.3%,0,,,,,,,,,,,,W (2x)
2012,21,13,8,61.9%,25-20,55.6%,222-194,53.4%,0-5,0.0%,0,,,,,,,,,,,,SF (2x)
Career,290,172,118,59.3%,376-279,57.4%,3239-2754,54.0%,30-38,44.1%,1,25.0%,33.3%,5.9%,17.6%,51.0%,42.3%,36.0%,39.2%,44.8%,42.2%,0.74,
