Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,9,2,7,22.2%,8-13,38.1%,83-102,44.9%,1-0,100.0%,0,,,,,,,,,,,
Clay,2,1,1,50.0%,2-2,50.0%,17-16,51.5%,0-0,-,0,,,,,,,,,,,
Quarter-finals,1,0,1,0.0%,1-1,50.0%,7-10,41.2%,0-0,-,0,,,,,,,,,,,
vs Righties,4,1,3,25.0%,4-5,44.4%,34-42,44.7%,0-0,-,0,,,,,,,,,,,
vs Lefties,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,
