Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2016 Prague $75K R32,L vs Peterson,33% (3/9),50% (3/6),0/0,0/0,33% (3/9),0/2,0/1,- (0/0),- (0/0)
2016 Miami R128,L vs Watson,100% (1/1),0% (0/1),0/0,0/0,38% (3/8),2/4,1/2,- (0/0),- (0/0)
2016 Indian Wells R128,L vs Allertova,100% (1/1),- (0/0),0/0,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2016 Australian Open R128,L vs Lisicki,47% (8/17),0% (0/4),0/0,0/0,67% (4/6),0/2,0/1,- (0/0),- (0/0)
2015 Saint Malo $50K R32,W vs Gravouil,88% (7/8),38% (5/13),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2015 US Open R32,L vs Pennetta,67% (6/9),45% (5/11),1/1,0/0,50% (6/12),2/4,1/2,- (0/0),- (0/0)
2015 US Open R64,W vs Wozniacki,73% (11/15),33% (6/18),2/2,1/1,45% (5/11),5/6,4/4,75% (3/4),100% (4/4)
2015 US Open R128,W vs Mchale,41% (9/22),41% (7/17),2/6,1/2,58% (7/12),0/1,0/0,- (0/0),- (0/0)
2015 Prague $75K R16,W vs Cirstea,65% (11/17),38% (5/13),2/2,1/1,50% (5/10),2/3,0/0,83% (5/6),33% (2/6)
2015 Sobota Rokietnica $75K F,W vs Ostapenko,57% (8/14),47% (8/17),2/4,1/1,40% (4/10),3/4,0/0,- (0/0),- (0/0)
2015 Sobota Rokietnica $75K QF,W vs Hogenkamp,50% (8/16),38% (5/13),2/6,1/2,60% (6/10),0/1,0/0,- (0/0),- (0/0)
2015 Sobota Rokietnica $75K R16,W vs Oprandi,75% (6/8),40% (6/15),2/2,1/1,50% (4/8),2/2,0/0,63% (5/8),50% (4/8)
2015 Sobota Rokietnica $75K R32,W vs Shapatava,53% (8/15),67% (6/9),2/5,1/1,50% (6/12),2/3,0/0,- (0/0),- (0/0)
2015 Olomouc $50K F,L vs Krejcikova,63% (10/16),43% (6/14),1/1,0/0,25% (2/8),1/3,1/2,50% (3/6),33% (2/6)
2015 Olomouc $50K SF,W vs Alexandrova,41% (9/22),30% (6/20),2/9,1/4,42% (5/12),1/2,0/0,50% (3/6),67% (4/6)
2015 Olomouc $50K QF,W vs Amanmuradova,78% (7/9),63% (5/8),2/4,1/2,75% (6/8),2/2,0/0,80% (4/5),60% (3/5)
2015 Olomouc $50K R16,W vs Ramialison,47% (8/17),46% (6/13),2/7,1/1,60% (9/15),3/4,0/0,- (0/0),- (0/0)
2015 Olomouc $50K R32,W vs Sramkova,67% (8/12),47% (8/17),2/3,1/2,0% (0/6),0/1,0/0,- (0/0),- (0/0)
2015 Wimbledon R128,L vs Babos,53% (8/15),25% (1/4),0/0,0/0,63% (5/8),1/3,1/2,33% (2/6),40% (2/5)
2015 Wimbledon Q3,W vs Mertens,67% (8/12),100% (4/4),2/6,1/4,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2016 (4 matches),,46.4%,27.3%,-,-,35.7%,20.0%,20.0%,-,-
2015 (21 matches),,58.4%,44.0%,47.2%,55.2%,49.4%,57.4%,66.7%,61.0%,52.5%
2014 (26 matches),,56.2%,48.6%,61.7%,56.7%,53.4%,50.0%,64.0%,55.2%,64.3%
2013 (17 matches),,57.8%,45.5%,57.1%,75.0%,60.3%,52.1%,54.2%,55.6%,50.0%
2012 (23 matches),,52.5%,46.4%,34.8%,39.3%,49.2%,38.1%,40.0%,41.2%,41.2%
Career (99 matches),,55.8%,46.2%,47.8%,50.5%,52.7%,47.9%,54.7%,53.4%,57.8%
