Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2016 Australian Open R128,L vs Lisicki,12,25,0.5,9.2%,19.2%,8,23,0.3,6.9%,19.8%,6.0%,0.9%,1.0,20.8%,20.8%
2015 US Open R32,L vs Pennetta,39,30,1.3,25.7%,19.7%,35,24,1.5,26.5%,18.2%,19.7%,6.1%,0.9,11.2%,13.2%
2015 US Open R64,W vs Wozniacki,61,60,1.0,25.7%,25.3%,59,54,1.1,26.9%,24.7%,18.7%,7.3%,0.7,9.7%,13.5%
2015 Wimbledon R128,L vs Babos,19,33,0.6,14.4%,25.0%,13,27,0.5,11.2%,23.3%,5.2%,5.2%,0.7,13.6%,20.5%
2015 Roland Garros R128,L vs Doi,17,32,0.5,13.8%,26.0%,16,24,0.7,14.5%,21.8%,6.4%,7.3%,1.1,18.7%,17.1%
2014 US Open R64,L vs Kvitova,6,25,0.2,4.7%,19.5%,5,19,0.3,4.4%,16.7%,3.5%,0.0%,0.8,18.0%,22.7%
2014 Wimbledon R64,L vs Cornet,34,38,0.9,16.8%,18.8%,33,37,0.9,17.6%,19.8%,10.7%,5.3%,1.1,13.4%,11.9%
2014 Wimbledon R128,W vs Jaksic,44,39,1.1,25.3%,22.4%,35,36,1.0,22.7%,23.4%,15.6%,6.5%,0.8,12.1%,14.4%
2014 Roland Garros R128,L vs Lepchenko,9,23,0.4,8.6%,21.9%,9,17,0.5,9.4%,17.7%,7.3%,2.1%,1.0,15.2%,15.2%
2013 Wimbledon R32,L vs Stephens,18,30,0.6,9.0%,15.1%,18,24,0.8,9.7%,12.9%,,,0.6,8.0%,14.6%
2013 Wimbledon R64,W vs Wozniacki,30,13,2.3,29.1%,12.6%,29,10,2.9,29.6%,10.2%,,,0.6,5.8%,9.7%
2013 Roland Garros R32,L vs Vinci,29,37,0.8,17.0%,21.6%,28,32,0.9,17.6%,20.1%,,,1.4,19.9%,14.6%
2012 Roland Garros R64,L vs Johansson,19,25,0.8,13.1%,17.2%,19,22,0.9,13.9%,16.1%,,,1.1,16.6%,15.2%
2012 Australian Open R64,L vs Barthel,23,40,0.6,18.0%,31.3%,22,37,0.6,18.2%,30.6%,,,0.8,14.1%,18.0%
2012 Australian Open R128,W vs Morita,24,32,0.8,14.2%,18.9%,22,29,0.8,13.8%,18.2%,,,0.6,12.4%,21.9%
2011 Wimbledon R16,L vs Lisicki,13,21,0.6,11.6%,18.8%,11,16,0.7,11.3%,16.5%,9.3%,1.0%,3.7,23.2%,6.3%
2011 Wimbledon R32,W vs Ivanovic,17,12,1.4,13.5%,9.5%,14,10,1.4,12.4%,8.8%,8.8%,2.7%,1.0,17.5%,18.3%
Career (17 matches),,414,515,0.8,16.3%,20.3%,376,441,0.9,16.2%,19.1%,7.0%,2.8%,0.9,14.3%,15.7%
