Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,3,1,2,33.3%,2-4,33.3%,24-30,44.4%,0-1,0.0%,0,,,,,,,,,,,,R16 (Olomouc $50K)
2015,18,14,4,77.8%,27-15,64.3%,221-194,53.3%,5-2,71.4%,0,,,,,,,,,,,,W (Sobota Rokietnica $75K)
2014,7,6,1,85.7%,12-2,85.7%,80-48,62.5%,2-0,100.0%,0,,,,,,,,,,,,W (Olomouc 50K)
2013,3,1,2,33.3%,3-3,50.0%,22-25,46.8%,0-0,-,0,,,,,,,,,,,,R16 (Ningbo)
2012,6,4,2,66.7%,9-4,69.2%,63-50,55.8%,1-0,100.0%,0,,,,,,,,,,,,SF (Equeurdreville 25K)
2011,34,25,9,73.5%,54-25,68.4%,415-300,58.0%,2-2,50.0%,0,,,,,,,,,,,,W (Monzon 50K)
2010,45,30,15,66.7%,66-38,63.5%,516-431,54.5%,9-0,100.0%,0,,,,,,,,,,,,W (3x)
2009,19,10,9,52.6%,23-20,53.5%,207-190,52.1%,4-1,80.0%,0,,,,,,,,,,,,SF (2x)
2008,22,18,4,81.8%,38-11,77.6%,276-186,59.7%,5-1,83.3%,0,,,,,,,,,,,,W (2x)
2007,54,41,13,75.9%,86-36,70.5%,652-473,58.0%,9-4,69.2%,0,,,,,,,,,,,,W (3x)
2006,36,25,11,69.4%,51-31,62.2%,398-340,53.9%,3-1,75.0%,0,,,,,,,,,,,,W (Dubai 10K)
2005,65,51,14,78.5%,103-39,72.5%,766-536,58.8%,8-5,61.5%,0,,,,,,,,,,,,W (6x)
2004,33,22,11,66.7%,49-29,62.8%,390-316,55.2%,2-3,40.0%,0,,,,,,,,,,,,F (2x)
2003,22,11,11,50.0%,24-25,49.0%,226-215,51.2%,1-3,25.0%,0,,,,,,,,,,,,W (Sezze 10K)
2002,26,21,5,80.8%,43-16,72.9%,315-220,58.9%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2001,16,14,2,87.5%,27-9,75.0%,193-137,58.5%,2-0,100.0%,0,,,,,,,,,,,,W (2x)
2000,2,0,2,0.0%,1-4,20.0%,20-30,40.0%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
Career,411,294,117,71.5%,618-311,66.5%,4784-3721,56.2%,56-26,68.3%,0,,,,,,,,,,,,
