Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Julie Coin [FRA],3,3,50.0%,4,2,2,50.0%,2007,2012,0,,,,,,,,,,
5,Angelique Kerber [GER],2,3,40.0%,1,1,0,100.0%,2007,2014,3,0.76,1.2%,5.0%,60.2%,44.3%,32.8%,39.8%,45.8%,33.3%,40.0%
5,Mathilde Johansson [FRA],1,4,20.0%,1,0,1,0.0%,2010,2013,2,0.76,0.8%,9.4%,57.0%,50.7%,43.6%,47.7%,39.8%,56.5%,50.0%
5,Carla Suarez Navarro [ESP],3,2,60.0%,1,0,1,0.0%,2005,2012,2,1.13,3.3%,12.1%,50.5%,63.0%,44.4%,53.8%,52.0%,25.0%,57.1%
4,Caroline Wozniacki [DEN],2,2,50.0%,1,1,0,100.0%,2011,2015,3,0.96,1.2%,6.0%,67.7%,62.8%,37.0%,54.5%,43.9%,56.0%,41.7%
4,Romina Oprandi [SUI],1,3,25.0%,1,1,0,100.0%,2005,2015,0,,,,,,,,,,
4,Marina Erakovic [NZL],0,4,0.0%,0,0,0,-,2009,2015,4,0.78,2.6%,10.0%,58.9%,59.7%,44.1%,53.3%,36.4%,50.0%,40.0%
4,Klara Koukalova [CZE],2,2,50.0%,0,0,0,-,2007,2014,1,1.13,4.2%,11.3%,66.2%,70.2%,33.3%,57.7%,47.9%,50.0%,75.0%
4,Magdalena Rybarikova [SVK],1,3,25.0%,1,0,1,0.0%,2007,2014,1,1.20,0.0%,9.0%,61.2%,70.7%,38.5%,58.2%,50.0%,42.9%,50.0%
4,Monica Niculescu [ROU],3,1,75.0%,0,0,0,-,2006,2014,1,1.02,1.0%,2.0%,62.2%,57.4%,51.4%,55.1%,45.7%,63.6%,31.8%
4,Sloane Stephens [USA],1,3,25.0%,2,0,2,0.0%,2012,2014,4,1.10,1.9%,5.4%,61.1%,65.8%,49.7%,59.5%,44.5%,63.4%,48.7%
4,Yvonne Meusburger [AUT],1,3,25.0%,0,0,0,-,2011,2014,2,0.76,0.0%,5.6%,62.4%,46.2%,38.3%,43.2%,43.3%,27.8%,50.0%
4,Galina Voskoboeva [KAZ],2,2,50.0%,0,0,0,-,2002,2013,3,0.92,1.0%,5.4%,62.9%,64.6%,45.3%,57.4%,39.0%,56.0%,35.0%
4,Agnieszka Radwanska [POL],4,0,100.0%,1,1,0,100.0%,2005,2012,3,1.08,2.6%,6.8%,67.3%,67.3%,36.6%,57.3%,46.1%,59.4%,40.9%
4,Margalita Chakhnashvili [GEO],4,0,100.0%,0,0,0,-,2008,2011,0,,,,,,,,,,
