Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2016 Prague $75K R32,L vs Peterson,0.90,0.68,44.9,2.4,6.5%,41.9%,3.6%,46.4%,41.9%,42.9%
2016 Miami R128,L vs Watson,0.82,0.36,30.5,2.2,5.9%,35.3%,0.0%,37.5%,33.3%,21.1%
2016 Indian Wells R128,L vs Allertova,0.80,0.28,26.9,2.0,0.0%,27.8%,0.0%,35.7%,25.0%,22.2%
2016 Australian Open R128,L vs Lisicki,0.93,0.63,49.4,2.4,11.1%,63.9%,0.0%,61.8%,21.9%,28.6%
2015 Saint Malo $50K R32,W vs Gravouil,1.12,1.48,48.9,2.4,0.0%,62.1%,0.0%,62.5%,57.1%,42.4%
2015 US Open R32,L vs Pennetta,0.79,0.82,71.7,4.1,2.7%,56.8%,5.6%,55.6%,47.5%,43.6%
2015 US Open R64,W vs Wozniacki,0.99,1.15,86.7,10.3,1.9%,61.1%,1.9%,56.6%,55.2%,39.7%
2015 US Open R128,W vs Mchale,1.13,1.16,70.5,5.6,3.5%,59.6%,0.0%,45.5%,54.7%,42.0%
2015 Prague $75K R16,W vs Cirstea,1.05,1.15,71.8,3.2,0.0%,63.6%,2.1%,56.3%,45.5%,42.0%
2015 Sobota Rokietnica $75K F,W vs Ostapenko,1.03,1.12,69.0,9.3,2.1%,55.3%,4.8%,50.0%,57.6%,44.6%
2015 Sobota Rokietnica $75K QF,W vs Hogenkamp,1.19,1.23,58.9,2.9,0.0%,61.4%,2.4%,50.0%,39.1%,52.3%
2015 Sobota Rokietnica $75K R16,W vs Oprandi,1.02,1.18,70.3,3.1,0.0%,50.0%,0.0%,60.6%,56.5%,46.5%
2015 Sobota Rokietnica $75K R32,W vs Shapatava,1.15,1.26,52.9,2.2,4.5%,59.1%,0.0%,51.2%,51.1%,46.5%
2015 Olomouc $50K F,L vs Krejcikova,0.95,0.90,92.2,9.0,0.0%,51.9%,2.1%,56.3%,40.0%,48.1%
2015 Olomouc $50K SF,W vs Alexandrova,1.17,1.13,64.5,17.9,3.6%,49.1%,3.9%,54.9%,50.0%,43.1%
2015 Olomouc $50K QF,W vs Amanmuradova,1.09,1.42,53.4,3.0,2.8%,63.9%,0.0%,55.9%,48.4%,56.0%
2015 Olomouc $50K R16,W vs Ramialison,1.08,1.16,72.4,7.0,5.9%,56.9%,6.1%,53.1%,52.8%,42.9%
2015 Olomouc $50K R32,W vs Sramkova,0.93,1.18,55.4,9.4,5.3%,57.9%,2.8%,58.3%,49.1%,56.9%
2015 Wimbledon R128,L vs Babos,0.95,0.65,56.8,2.4,7.9%,50.0%,8.3%,63.9%,38.7%,18.5%
2015 Wimbledon Q3,W vs Mertens,1.39,2.02,36.3,2.0,0.0%,69.2%,0.0%,66.7%,47.8%,45.0%
2016 (4 matches),,0.88,0.51,40.5,2.2,6.9%,46.1%,1.1%,48.9%,30.8%,30.1%
2015 (21 matches),,1.05,1.14,63.2,3.5,2.9%,57.9%,2.6%,55.4%,49.3%,44.6%
2014 (26 matches),,1.03,1.07,61.2,2.9,2.6%,55.0%,1.8%,53.5%,47.5%,47.5%
2013 (17 matches),,0.97,0.96,59.0,2.6,2.9%,55.2%,0.8%,55.4%,42.4%,45.4%
2012 (23 matches),,1.02,1.01,53.5,2.4,-,55.7%,-,51.4%,44.5%,47.6%
Career (99 matches),,1.02,1.04,60.0,2.8,3.0%,55.6%,1.9%,53.8%,46.0%,46.2%
