Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,3,0,3,0.0%,0-6,0.0%,10-36,21.7%,0-0,-,3,45.5%,0.0%,3.7%,10.4%,58.5%,57.0%,37.5%,48.9%,25.4%,37.0%,0.50,R128 (3x)
2015,8,2,6,25.0%,5-14,26.3%,76-105,42.0%,1-1,50.0%,5,51.4%,11.1%,4.0%,11.6%,61.7%,60.8%,46.2%,55.2%,30.3%,42.8%,0.68,R32 (US Open)
2014,24,13,11,54.2%,29-30,49.2%,268-274,49.4%,2-2,50.0%,21,-,-,2.7%,6.3%,61.4%,59.7%,43.2%,53.3%,46.3%,49.8%,0.99,QF (2x)
2013,13,5,8,38.5%,15-17,46.9%,143-142,50.2%,1-1,50.0%,11,-,-,3.0%,5.4%,58.9%,62.0%,45.6%,55.3%,43.4%,49.4%,0.97,R16 (Tashkent)
2012,32,17,15,53.1%,37-34,52.1%,326-318,50.6%,1-2,33.3%,27,-,-,2.3%,7.2%,64.0%,63.0%,39.4%,54.5%,47.0%,50.8%,1.03,QF (2x)
2011,24,15,9,62.5%,34-24,58.6%,297-258,53.5%,6-1,85.7%,22,-,-,2.5%,7.4%,60.7%,63.1%,46.8%,56.7%,45.4%,51.0%,1.05,F (New Haven)
2010,2,1,1,50.0%,2-2,50.0%,17-21,44.7%,0-0,-,2,-,-,4.0%,7.1%,61.9%,60.3%,37.5%,51.6%,45.9%,48.8%,0.95,R16 (Bogota)
2009,19,7,12,36.8%,16-26,38.1%,190-211,47.4%,2-2,50.0%,16,-,-,1.4%,7.2%,63.3%,59.3%,42.5%,53.1%,43.5%,48.3%,0.93,QF (Acapulco)
2008,29,12,17,41.4%,25-37,40.3%,275-307,47.3%,2-5,28.6%,21,-,-,2.4%,5.8%,66.5%,60.6%,42.0%,54.4%,45.4%,49.9%,1.00,QF (2x)
2007,3,1,2,33.3%,3-4,42.9%,25-33,43.1%,1-0,100.0%,2,-,-,3.6%,3.6%,71.2%,61.6%,32.5%,53.2%,43.2%,48.5%,0.92,R32 (Tashkent)
Career,157,73,84,46.5%,166-194,46.1%,1627-1705,48.8%,16-14,53.3%,130,49.1%,6.7%,2.5%,6.8%,62.7%,61.3%,43.0%,54.5%,44.7%,49.6%,0.98,
