Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 US Open R128,L vs Schoolkate,54.5%,52.4%,3.2%,3/2,2.26,12.4%,46.8%,47.7%,1.1%,2.15,21.4%,75.5%,57.5%,7.5%,2.39,2.0%
2024 Indian Wells R64,L vs De Minaur,63.4%,38.5%,0.0%,0/0,2.32,8.8%,50.0%,36.4%,0.0%,2.45,13.6%,83.3%,40.0%,0.0%,2.09,0.0%
2024 Dallas R16,L vs Paul,66.0%,34.3%,13.2%,4/3,-,5.1%,51.5%,41.2%,9.1%,-,9.7%,94.7%,27.8%,21.1%,-,0.0%
2024 Auckland F,L vs Tabilo,76.7%,41.1%,5.5%,2/2,2.56,38.5%,69.6%,40.6%,0.0%,2.25,75.0%,96.0%,41.7%,16.0%,2.89,0.0%
2022 Naples QF,L vs Berrettini,51.2%,38.1%,2.4%,1/0,2.34,17.6%,39.3%,27.3%,3.6%,2.41,31.0%,83.3%,50.0%,0.0%,2.25,0.0%
2022 Naples CH R32,W vs Martinez,79.3%,41.3%,3.4%,1/1,-,2.5%,87.9%,48.3%,0.0%,-,5.3%,89.5%,29.4%,10.5%,-,0.0%
2022 Seoul R32,W vs Gomez,76.5%,51.9%,1.5%,0/1,2.22,9.8%,77.8%,42.9%,0.0%,2.00,25.0%,77.4%,62.5%,3.2%,2.36,0.0%
2022 Belgrade QF,L vs Rublev,59.6%,32.1%,4.3%,2/0,1.94,3.8%,55.9%,42.1%,2.9%,1.85,6.5%,75.0%,11.1%,8.3%,2.07,0.0%
2019 Roland Garros R128,L vs Monfils,64.0%,39.6%,1.3%,0/1,2.12,3.0%,59.5%,28.0%,2.4%,2.04,4.0%,79.3%,52.2%,0.0%,2.38,0.0%
2019 Indian Wells R128,L vs Lajovic,78.5%,50.0%,0.0%,0/0,2.26,10.3%,73.2%,56.1%,0.0%,2.17,14.6%,95.5%,38.1%,0.0%,2.48,0.0%
2019 Australian Open R64,L vs Shapovalov,52.5%,42.3%,4.0%,1/3,2.15,4.5%,47.1%,37.5%,1.5%,1.91,7.4%,74.1%,50.0%,11.1%,2.53,0.0%
2018 Winston Salem QF,W vs Jarry,64.1%,64.0%,3.8%,2/1,2.53,3.5%,48.9%,52.2%,2.1%,2.35,5.9%,93.1%,74.1%,6.9%,2.78,0.0%
2018 Istanbul F,W vs Jaziri,85.6%,49.4%,1.1%,0/1,2.10,20.9%,82.4%,45.2%,2.0%,2.23,26.8%,97.2%,54.3%,0.0%,1.88,11.5%
2017 Canberra CH F,L vs Ebden,67.2%,35.6%,0.0%,0/0,2.62,52.6%,63.0%,20.7%,0.0%,2.72,53.8%,88.9%,62.5%,0.0%,2.38,50.0%
2016 Seville CH F,L vs Ruud,88.7%,47.3%,1.6%,1/0,2.27,0.0%,91.1%,41.5%,2.2%,2.25,0.0%,82.4%,64.3%,0.0%,2.40,0.0%
2016 Monte Carlo R32,L vs Thiem,73.6%,39.6%,1.4%,1/0,2.53,15.7%,74.4%,37.5%,0.0%,2.50,18.2%,84.0%,42.9%,4.0%,2.58,11.1%
2015 Casablanca R32,L vs Almagro,70.8%,38.2%,6.3%,1/2,2.49,2.6%,62.1%,38.9%,6.9%,2.40,5.0%,88.9%,37.5%,5.6%,2.58,0.0%
Career (17 matches),,68.4%,44.9%,3.0%,52.8%,2.29,11.9%,62.9%,41.6%,1.7%,2.23,17.5%,85.4%,49.4%,5.6%,2.40,3.4%
