Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,146,54,92,37.0%,147-226,39.4%,1678-1961,46.1%,33-34,49.3%,143,73.9%,18.7%,5.6%,3.5%,61.1%,68.9%,48.8%,61.1%,34.9%,48.1%,0.90
Clay,88,36,52,40.9%,98-130,43.0%,1020-1143,47.2%,14-15,48.3%,86,71.1%,22.7%,4.0%,2.8%,64.1%,64.4%,49.5%,59.1%,37.3%,48.4%,0.91
Grass,10,0,10,0.0%,6-26,18.8%,131-186,41.3%,1-3,25.0%,10,72.7%,10.7%,5.3%,3.6%,58.7%,66.8%,50.7%,60.2%,31.3%,46.0%,0.79
Grand Slams,38,8,30,21.1%,41-95,30.1%,572-733,43.8%,6-13,31.6%,38,73.8%,15.4%,5.8%,3.3%,61.4%,67.3%,49.6%,60.5%,33.1%,47.1%,0.84
Masters,30,13,17,43.3%,30-39,43.5%,307-341,47.4%,5-5,50.0%,30,73.0%,22.1%,4.1%,2.7%,63.2%,66.5%,49.0%,60.1%,37.1%,48.6%,0.93
Other Tours,162,62,100,38.3%,157-227,40.9%,1737-2007,46.4%,32-33,49.2%,161,72.5%,20.2%,4.8%,3.2%,62.3%,67.1%,48.9%,60.3%,35.7%,48.2%,0.90
Best of 5,45,11,34,24.4%,56-107,34.4%,701-859,44.9%,10-13,43.5%,42,73.5%,16.3%,5.8%,3.5%,61.4%,67.3%,49.8%,60.6%,33.9%,47.4%,0.86
Best of 3,199,79,120,39.7%,195-275,41.5%,2128-2431,46.7%,38-39,49.4%,197,72.6%,20.8%,4.7%,3.2%,62.3%,67.1%,49.0%,60.3%,36.1%,48.3%,0.91
Finals,2,1,1,50.0%,2-2,50.0%,20-23,46.5%,1-0,100.0%,2,76.2%,14.3%,2.9%,3.6%,58.4%,70.0%,45.6%,59.9%,40.5%,49.3%,1.01
Semi-finals,4,2,2,50.0%,5-5,50.0%,40-54,42.6%,2-0,100.0%,4,66.7%,17.0%,1.8%,5.4%,56.6%,65.4%,46.5%,57.2%,33.6%,46.0%,0.78
Quarter-finals,15,4,11,26.7%,10-26,27.8%,146-192,43.2%,0-3,0.0%,15,67.3%,19.8%,4.6%,3.5%,63.9%,62.3%,46.7%,56.7%,34.7%,46.4%,0.80
vs Righties,208,75,133,36.1%,209-328,38.9%,2382-2799,46.0%,39-48,44.8%,205,72.6%,19.6%,5.0%,3.3%,61.8%,66.9%,49.4%,60.2%,35.5%,48.0%,0.89
vs Lefties,35,14,21,40.0%,40-53,43.0%,431-479,47.4%,9-4,69.2%,33,74.0%,20.1%,4.6%,3.2%,63.6%,68.6%,47.3%,60.8%,35.7%,48.3%,0.91
vs Top 10,14,1,13,7.1%,8-35,18.6%,138-248,35.8%,3-2,60.0%,14,63.6%,7.2%,4.0%,4.2%,60.7%,63.1%,43.1%,55.2%,28.3%,42.6%,0.63
