Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 US Open R128,L vs Schoolkate,49,31,1.6,15.6%,9.8%,41,25,1.6,14.9%,9.1%,7.6%,6.5%,1.5,17.1%,11.4%
2024 Wimbledon R128,L vs Tsitsipas,33,17,1.9,14.4%,7.4%,23,15,1.5,11.5%,7.5%,6.0%,5.5%,1.7,24.0%,14.0%
2024 Indian Wells Masters R64,L vs De Minaur,10,24,0.4,11.9%,28.6%,9,21,0.4,11.8%,27.6%,1.3%,5.3%,1.8,32.1%,17.9%
2024 Dallas R16,L vs Paul,10,25,0.4,7.8%,19.5%,7,24,0.3,5.9%,20.3%,2.5%,3.4%,1.0,21.1%,21.9%
2024 Auckland F,L vs Tabilo,15,17,0.9,11.5%,13.1%,13,15,0.9,11.4%,13.2%,6.1%,5.3%,2.2,29.2%,13.1%
2023 US Open R128,L vs Monfils,29,27,1.1,11.4%,10.6%,24,15,1.6,11.9%,7.4%,6.9%,4.0%,1.2,26.8%,22.0%
2023 Wimbledon R128,L vs Shelton,33,24,1.4,11.8%,8.6%,29,18,1.6,11.8%,7.3%,7.7%,3.7%,1.4,23.2%,16.1%
2022 Naples QF,L vs Berrettini,15,12,1.3,14.0%,11.2%,12,12,1.0,12.5%,12.5%,1.0%,3.1%,2.1,43.9%,20.6%
2022 Naples R32,W vs Martinez,21,9,2.3,18.8%,8.0%,13,8,1.6,13.4%,8.2%,8.2%,5.2%,0.8,14.3%,17.9%
2022 Seoul R32,W vs Gomez,20,28,0.7,16.1%,22.6%,16,26,0.6,13.8%,22.4%,9.5%,4.3%,0.5,9.7%,17.7%
2022 US Open R128,L vs Gasquet,50,40,1.3,21.6%,17.3%,34,33,1.0,17.7%,17.2%,9.9%,7.3%,1.3,20.3%,16.0%
2022 Wimbledon R128,L vs Baez,19,35,0.5,9.3%,17.1%,15,33,0.5,7.8%,17.2%,5.2%,2.6%,0.8,19.5%,24.4%
2022 Belgrade  QF,L vs Rublev,21,21,1.0,19.6%,19.6%,19,21,0.9,19.2%,21.2%,9.1%,4.0%,2.1,33.6%,15.9%
2021 US Open R128,L vs Bagnis,16,22,0.7,11.1%,15.3%,11,19,0.6,8.6%,14.8%,7.8%,0.8%,1.3,15.3%,11.8%
2021 Roland Garros R128,L vs Berrettini,12,20,0.6,5.8%,9.7%,12,20,0.6,6.8%,11.4%,,,1.1,16.0%,14.1%
2021 Australian Open R128,L vs Cressy,16,11,1.5,7.3%,5.0%,16,11,1.5,8.8%,6.0%,,,1.8,18.2%,10.0%
2020 US Open R128,L vs Barrere,31,34,0.9,13.5%,14.8%,25,29,0.9,12.6%,14.6%,9.1%,3.0%,1.5,22.7%,14.8%
2019 Roland Garros R128,L vs Monfils,12,21,0.6,7.8%,13.7%,12,21,0.6,8.5%,14.9%,,,1.8,22.9%,13.1%
2019 Indian Wells Masters R128,L vs Lajovic,18,32,0.6,11.0%,19.6%,16,30,0.5,10.4%,19.5%,6.5%,3.2%,0.9,19.6%,20.9%
2019 Australian Open R64,L vs Shapovalov,18,22,0.8,10.2%,12.4%,12,17,0.7,8.2%,11.6%,4.8%,2.7%,1.2,23.2%,19.2%
Career (37 matches),,824,921,0.9,11.8%,13.2%,668,805,0.8,10.9%,13.1%,5.7%,3.5%,1.3,22.7%,17.9%
