Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),451,100,267,1495,238,1474,231,1464,197,1445,,,,
2025,376,128,263,1504,229,1485,228,1468,194,1450,,,,
2024,84,674,130,1662,105,1647,143,1578,140,1518,856,45,,
2023,75,737,99,1694,77,1674,116,1612,129,1530,,,,
2022,92,594,100,1696,97,1647,91,1649,123,1542,,,,
2021,125,584,155,1604,146,1561,128,1585,,,,,,
2020,117,581,121,1631,100,1609,114,1584,,,554,70,,
2019,110,501,146,1621,131,1583,111,1599,,,717,45,,
2018,77,691,103,1687,118,1617,66,1679,134,1509,458,45,,
2017,99,579,160,1596,152,1552,119,1595,196,1426,1189,17,,
2016,127,476,126,1641,129,1584,102,1639,174,1467,1220,17,,
2015,96,603,88,1716,76,1675,87,1663,141,1521,960,34,,
2014,177,293,161,1592,160,1544,155,1543,157,1471,1137,20,,
2013,238,196,250,1476,197,1489,289,1367,,,591,87,,
2012,282,165,,,,,,,,,,,,
2011,466,75,,,,,,,,,1036,21,,
2010,978,7,,,,,,,,,,,,
