Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 US Open R128,L vs Schoolkate,30.4%,38.5%,53.3%,37.5%,38.5%,46.2%,60.7%,50.9%,60.5%,28.3%,25.0%,22.2%,31.7%,44.9%,72
2024 Indian Wells R64,L vs De Minaur,14.0%,16.3%,32.4%,15.3%,18.5%,18.5%,40.9%,20.7%,41.7%,33.3%,33.3%,7.7%,15.4%,16.7%,-49
2024 Dallas R16,L vs Paul,20.0%,26.7%,42.4%,24.3%,22.5%,32.5%,41.9%,30.5%,43.8%,41.7%,57.1%,17.6%,20.6%,42.9%,-36
2024 Auckland F,L vs Tabilo,28.1%,36.8%,43.6%,33.9%,35.5%,45.2%,65.0%,46.1%,63.2%,50.0%,100.0%,20.8%,29.2%,21.1%,37
2022 Naples QF,L vs Berrettini,22.7%,30.3%,39.2%,26.7%,29.3%,39.0%,41.4%,35.6%,35.3%,58.3%,75.0%,12.0%,16.0%,36.4%,-79
2022 Naples CH R32,W vs Martinez,24.1%,35.2%,60.0%,29.1%,40.6%,50.0%,63.2%,49.1%,40.0%,29.4%,33.3%,0.0%,14.3%,57.1%,-118
2022 Seoul R32,W vs Gomez,23.2%,35.7%,68.3%,29.8%,42.9%,60.7%,75.0%,56.1%,54.5%,52.9%,50.0%,3.8%,11.5%,64.0%,-79
2022 Belgrade QF,L vs Rublev,13.3%,23.3%,46.2%,19.5%,18.4%,31.6%,58.1%,28.2%,31.6%,63.2%,100.0%,4.5%,9.1%,28.6%,-79
2019 Roland Garros R128,L vs Monfils,12.8%,15.4%,39.4%,17.9%,13.8%,17.2%,40.0%,20.7%,28.0%,48.5%,62.5%,11.1%,11.1%,37.5%,-8
2019 Indian Wells R128,L vs Lajovic,16.7%,28.6%,50.0%,24.0%,18.6%,35.6%,54.2%,29.2%,45.8%,48.6%,28.6%,13.0%,13.0%,40.0%,14
2019 Australian Open R64,L vs Shapovalov,37.2%,51.3%,52.3%,44.5%,44.9%,63.3%,70.4%,56.5%,34.8%,38.5%,-,29.2%,37.5%,23.5%,147
2018 Winston Salem QF,W vs Jarry,27.0%,31.5%,54.4%,32.6%,35.8%,43.4%,50.0%,45.3%,46.2%,44.4%,66.7%,17.9%,17.9%,60.9%,35
2018 Istanbul F,W vs Jaziri,12.5%,18.8%,58.2%,16.0%,16.3%,20.4%,58.5%,22.0%,33.3%,57.1%,100.0%,7.1%,17.9%,57.7%,-47
2017 Canberra CH F,L vs Ebden,33.8%,36.8%,59.0%,37.1%,42.6%,46.8%,63.0%,47.2%,52.6%,32.1%,50.0%,20.0%,20.0%,50.0%,39
2016 Seville CH F,L vs Ruud,8.2%,12.2%,53.7%,12.7%,2.7%,8.1%,52.8%,8.6%,6.7%,90.9%,100.0%,37.5%,37.5%,60.0%,157
2016 Monte Carlo R32,L vs Thiem,17.9%,25.4%,49.0%,22.5%,25.0%,36.4%,51.5%,32.0%,10.0%,66.7%,80.0%,5.3%,5.3%,44.4%,-70
2015 Casablanca R32,L vs Almagro,13.3%,20.0%,38.5%,15.6%,13.0%,21.7%,45.0%,17.4%,36.4%,83.3%,100.0%,13.6%,18.2%,31.6%,-79
Career (17 matches),,22.1%,29.7%,49.6%,27.3%,27.7%,36.9%,53.9%,36.2%,40.2%,48.6%,63.5%,14.5%,20.1%,43.1%,24
