Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,22,10,12,45.5%,11,4,7,36.4%,2014,2025,R32,20,0.96,7.8%,2.4%,64.0%,71.3%,51.7%,64.3%,34.4%,62.1%,36.6%
Roland Garros,12,Clay,26,14,12,53.8%,6,4,2,66.7%,2014,2025,R64,21,0.92,4.4%,2.7%,64.6%,65.4%,49.7%,59.8%,37.1%,60.0%,42.1%
Wimbledon,9,Grass,13,3,10,23.1%,3,1,2,33.3%,2014,2025,R128,11,0.90,5.0%,3.4%,61.1%,68.9%,52.3%,62.5%,33.9%,56.5%,35.6%
US Open,11,Hard,21,10,11,47.6%,8,4,4,50.0%,2014,2025,R64,18,0.90,4.8%,5.4%,57.1%,68.8%,47.5%,59.6%,36.3%,56.3%,47.1%
Olympics,3,,5,2,3,40.0%,3,1,2,33.3%,2016,2024,R16,4,0.87,3.5%,2.8%,66.4%,66.3%,46.9%,59.8%,34.9%,50.0%,45.0%
Davis Cup,7,,14,7,7,50.0%,6,5,1,83.3%,2014,2022,,10,1.07,5.3%,5.0%,59.0%,68.1%,51.8%,61.4%,41.2%,60.8%,41.1%
Almaty,2,Hard,2,0,2,0.0%,2,0,2,0.0%,2024,2025,R32,2,0.63,5.4%,3.1%,65.9%,60.0%,52.3%,57.4%,26.8%,54.5%,11.1%
Shanghai Masters,5,Hard,7,2,5,28.6%,5,1,4,20.0%,2017,2025,R64,7,0.81,5.6%,2.1%,65.0%,70.7%,49.7%,63.4%,29.7%,62.5%,20.7%
Chengdu,3,Hard,9,6,3,66.7%,5,2,3,40.0%,2023,2025,QF,9,1.04,8.0%,3.3%,61.7%,74.0%,55.7%,67.0%,34.2%,65.9%,32.8%
Cincinnati Masters,5,Hard,5,0,5,0.0%,1,0,1,0.0%,2018,2025,Q1,5,0.70,3.3%,5.1%,54.1%,66.5%,43.4%,55.9%,31.1%,60.0%,22.7%
Canada Masters,4,Hard,10,6,4,60.0%,6,5,1,83.3%,2022,2025,R32,10,1.04,7.1%,3.4%,56.9%,76.6%,51.6%,65.8%,35.5%,69.5%,35.7%
Washington,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2022,2025,R64,5,1.13,7.5%,3.3%,55.4%,78.1%,52.9%,66.9%,37.3%,47.1%,41.4%
