Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 US Open R128,L vs Schoolkate,2.0%,33.3%,13.7%,72.1%,14.8%,8.1%,33.3%,13.8%,47.4%,0.6%,50.0%,66,53
2024 Indian Wells R64,L vs De Minaur,4.8%,50.0%,11.9%,30.0%,3.2%,0.0%,14.3%,2.0%,0.0%,0.0%,-,-38,-61
2024 Dallas R16,L vs Paul,0.0%,-,3.1%,50.0%,7.8%,11.1%,0.0%,2.4%,5.7%,1.1%,33.3%,-79,-90
2024 Auckland F,L vs Tabilo,0.0%,-,14.6%,57.9%,5.1%,4.3%,0.0%,12.7%,12.5%,0.8%,100.0%,-76,-51
2022 Naples QF,L vs Berrettini,1.6%,100.0%,13.1%,35.7%,5.8%,5.1%,0.0%,9.6%,33.3%,0.6%,0.0%,-122,-141
2022 Naples CH R32,W vs Martinez,0.0%,-,13.4%,80.0%,8.9%,4.8%,25.0%,8.8%,21.7%,0.3%,0.0%,-126,-104
2022 Seoul R32,W vs Gomez,1.9%,0.0%,8.9%,72.7%,11.4%,15.8%,0.0%,8.3%,30.4%,1.3%,50.0%,-37,-4
2022 Belgrade QF,L vs Rublev,0.0%,-,4.7%,60.0%,13.0%,11.1%,0.0%,3.9%,12.0%,0.9%,50.0%,-61,-93
2019 Roland Garros R128,L vs Monfils,1.3%,0.0%,13.1%,45.0%,2.9%,4.1%,0.0%,2.9%,17.6%,0.7%,66.7%,-118,-110
2019 Indian Wells R128,L vs Lajovic,0.0%,-,16.0%,69.2%,7.4%,11.7%,11.1%,7.2%,34.8%,0.5%,100.0%,-79,-85
2019 Australian Open R64,L vs Shapovalov,1.4%,100.0%,6.8%,75.0%,10.3%,25.0%,0.0%,14.8%,25.0%,1.1%,100.0%,-52,-11
2018 Winston Salem QF,W vs Jarry,0.0%,-,2.4%,75.0%,7.9%,8.3%,0.0%,5.7%,40.0%,0.9%,50.0%,-91,-30
2018 Istanbul F,W vs Jaziri,1.3%,0.0%,11.8%,65.0%,4.5%,4.1%,4.0%,6.4%,40.9%,0.4%,100.0%,-140,-131
2017 Canberra CH F,L vs Ebden,1.6%,0.0%,5.9%,62.5%,6.1%,6.9%,12.5%,9.3%,40.0%,0.0%,-,-152,-83
2016 Seville CH F,L vs Ruud,0.0%,-,8.1%,77.8%,5.4%,5.6%,3.7%,2.7%,25.0%,0.3%,0.0%,-123,-122
2016 Monte Carlo R32,L vs Thiem,0.0%,-,7.9%,81.8%,5.1%,8.3%,0.0%,4.7%,55.6%,0.8%,66.7%,-95,-76
2015 Casablanca R32,L vs Almagro,0.0%,-,6.5%,66.7%,3.4%,3.8%,0.0%,4.1%,14.3%,0.0%,-,-125,-135
Career (17 matches),,1.0%,36.4%,9.8%,64.1%,7.0%,7.5%,5.8%,6.6%,26.3%,0.6%,60.0%,-86,-73
