Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
1999 Wimbledon F,L vs Davenport,53% (9/17),0% (0/2),0/0,0/0,0% (0/2),2/4,1/2,- (0/0),- (0/0)
1999 Wimbledon SF,W vs Lucic,86% (12/14),50% (6/12),2/2,1/1,43% (3/7),3/4,0/0,20% (1/5),40% (2/5)
1999 Wimbledon QF,W vs Williams,85% (11/13),67% (4/6),2/3,1/1,80% (12/15),1/2,0/0,- (0/0),- (0/0)
1999 Roland Garros F,W vs Hingis,56% (9/16),62% (8/13),2/3,1/2,57% (8/14),3/4,0/0,- (0/0),- (0/0)
1999 Roland Garros SF,W vs Seles,78% (14/18),44% (4/9),2/2,1/1,75% (6/8),0/1,0/0,50% (2/4),0% (0/5)
1999 Indian Wells F,L vs Williams,75% (12/16),25% (2/8),1/1,0/0,40% (2/5),0/2,0/1,- (0/0),- (0/0)
1999 Tokyo QF,L vs Hingis,80% (8/10),50% (4/8),1/3,0/0,54% (7/13),0/2,0/1,- (0/0),- (0/0)
1999 Australian Open QF,L vs Seles,57% (4/7),29% (2/7),0/0,0/0,38% (3/8),3/5,2/3,- (0/0),- (0/0)
1998 WTA Tour Championships SF,L vs Davenport,63% (5/8),36% (5/14),1/1,0/0,42% (5/12),3/5,1/2,- (0/0),- (0/0)
1998 New Haven F,W vs Novotna,78% (7/9),71% (5/7),2/3,1/2,67% (4/6),0/0,0/0,- (0/0),- (0/0)
1997 Strasbourg F,W vs Lucic,88% (7/8),40% (6/15),2/2,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
1996 US Open F,W vs Seles,50% (10/20),30% (3/10),2/5,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
1996 US Open SF,W vs Hingis,47% (9/19),33% (4/12),2/2,1/1,83% (5/6),5/5,0/0,- (0/0),- (0/0)
1996 Wimbledon F,W vs Sanchez Vicario,64% (9/14),57% (4/7),2/2,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
1996 Wimbledon SF,W vs Date Krumm,45% (9/20),45% (5/11),2/5,1/3,64% (7/11),1/2,0/0,- (0/0),- (0/0)
1996 Roland Garros SF,W vs Martinez,86% (6/7),38% (6/16),2/4,1/3,50% (2/4),0/0,0/0,- (0/0),- (0/0)
1996 Key Biscayne F,W vs Rubin,70% (7/10),83% (5/6),2/3,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
1996 Indian Wells F,W vs Martinez,47% (8/17),33% (4/12),2/2,1/1,43% (3/7),0/0,0/0,67% (8/12),50% (6/12)
1995 WTA Tour Championships F,W vs Huber,61% (17/28),30% (7/23),3/6,1/1,67% (8/12),0/2,0/0,- (0/0),- (0/0)
1995 US Open F,W vs Seles,48% (11/23),17% (1/6),2/3,1/2,50% (3/6),1/2,0/0,71% (5/7),43% (3/7)
1999 (8 matches),,71.2%,46.2%,71.4%,80.0%,56.9%,50.0%,42.9%,33.3%,20.0%
1998 (2 matches),,70.6%,47.6%,75.0%,50.0%,50.0%,60.0%,50.0%,-,-
1997 (1 matches),,87.5%,40.0%,100.0%,100.0%,40.0%,-,-,-,-
1996 (7 matches),,54.2%,41.9%,60.9%,58.3%,59.5%,85.7%,-,66.7%,50.0%
1995 (9 matches),,63.0%,42.3%,54.3%,52.9%,61.7%,14.3%,-,63.2%,42.1%
Career (121 matches),,60.8%,49.6%,64.6%,63.5%,58.0%,47.6%,49.1%,61.8%,42.1%
