Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1999 Wimbledon F,L vs Davenport,66.2%,44.4%,11.8%,3/5,1.99,4.2%,55.6%,44.0%,11.1%,1.97,6.7%,90.9%,45.0%,13.6%,2.02,0.0%
1999 Wimbledon SF,W vs Lucic,70.4%,59.4%,11.2%,8/3,2.92,0.0%,55.3%,42.3%,12.8%,2.81,0.0%,91.5%,69.8%,10.6%,3.09,0.0%
1999 Wimbledon QF,W vs Williams,75.6%,51.6%,3.7%,2/1,2.48,2.7%,70.8%,47.1%,2.1%,2.56,3.7%,87.5%,57.1%,6.3%,2.25,0.0%
1999 Roland Garros F,W vs Hingis,87.4%,56.7%,2.9%,1/2,1.87,1.2%,86.2%,50.0%,3.1%,1.95,0.0%,94.4%,67.6%,2.8%,1.75,2.9%
1999 Roland Garros SF,W vs Seles,71.8%,45.9%,2.4%,0/2,2.64,2.6%,68.4%,43.6%,3.5%,2.66,4.1%,81.5%,50.0%,0.0%,2.59,0.0%
1999 Indian Wells F,L vs Williams,65.2%,44.8%,2.2%,0/2,2.23,3.3%,62.1%,36.1%,1.7%,2.12,2.3%,73.3%,59.1%,3.3%,2.52,5.9%
1999 Hanover QF,W vs Schett,72.9%,60.5%,3.4%,0/2,2.15,2.4%,87.0%,60.0%,4.3%,2.33,5.0%,85.2%,60.9%,3.7%,1.99,0.0%
1999 Tokyo QF,L vs Hingis,65.5%,57.9%,8.0%,6/1,2.55,7.9%,66.0%,48.6%,5.7%,2.50,14.3%,75.9%,72.7%,13.8%,2.61,0.0%
1999 Australian Open QF,L vs Seles,73.6%,47.2%,2.8%,1/1,2.09,2.6%,74.5%,40.0%,2.1%,2.03,4.0%,81.8%,61.1%,4.5%,2.20,0.0%
1999 Sydney R16,W vs Williams,73.5%,54.7%,6.0%,3/4,2.28,1.6%,66.7%,52.6%,5.3%,2.32,2.4%,87.3%,56.3%,7.3%,2.21,0.0%
1998 WTA Tour Championships SF,L vs Davenport,72.3%,61.7%,7.2%,4/2,2.33,0.0%,80.4%,60.0%,5.4%,2.33,0.0%,62.5%,66.7%,12.5%,2.34,0.0%
1998 Philadelphia F,W vs Davenport,72.6%,50.7%,6.3%,2/4,2.37,1.6%,73.8%,55.6%,1.6%,2.17,2.8%,85.7%,41.7%,17.9%,2.65,0.0%
1998 Leipzig F,W vs Tauziat,71.2%,48.9%,6.1%,2/2,2.67,28.6%,69.0%,45.0%,3.4%,2.68,42.9%,93.1%,51.9%,10.3%,2.66,0.0%
1998 New Haven F,W vs Novotna,68.6%,71.4%,0.0%,0/0,1.86,92.3%,70.6%,75.0%,0.0%,1.89,100.0%,78.6%,63.6%,0.0%,1.78,66.7%
1997 Strasbourg F,W vs Lucic,65.0%,67.3%,8.8%,4/3,2.81,5.1%,78.0%,71.9%,7.3%,2.96,9.1%,64.5%,60.0%,12.9%,2.62,0.0%
1996 WTA Tour Championships F,W vs Hingis,76.1%,66.7%,3.0%,1/3,2.48,6.2%,78.3%,63.1%,3.6%,2.40,8.0%,90.2%,73.0%,2.4%,2.63,2.6%
1996 US Open F,W vs Seles,77.9%,51.7%,3.9%,1/2,1.94,9.3%,80.4%,51.4%,0.0%,1.78,11.1%,77.4%,54.2%,9.7%,2.21,6.3%
1996 US Open SF,W vs Hingis,84.4%,49.2%,3.9%,0/3,2.79,1.7%,83.0%,38.6%,3.8%,2.40,2.8%,95.5%,71.4%,4.5%,3.38,0.0%
1996 Wimbledon SF,W vs Date Krumm,83.5%,47.0%,8.9%,3/4,1.93,1.4%,87.8%,44.2%,2.0%,1.84,3.0%,92.0%,52.2%,24.0%,2.01,0.0%
1996 Wimbledon F,W vs Sanchez Vicario,61.8%,59.5%,0.0%,0/0,1.89,37.3%,65.6%,57.1%,0.0%,1.77,51.2%,70.0%,61.9%,0.0%,2.22,0.0%
Career (158 matches),,75.2%,55.7%,4.2%,53.3%,2.27,30.7%,78.5%,53.7%,2.7%,2.23,37.7%,82.9%,59.9%,8.4%,2.34,17.4%
