Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1999 Wimbledon F,L vs Davenport,1.5%,100.0%,4.4%,83.3%,25.6%,35.0%,14.3%,11.1%,0.0%,0.5%,0.0%,49,15
1999 Wimbledon SF,W vs Lucic,0.0%,-,3.1%,83.3%,21.1%,44.4%,25.0%,0.0%,0.0%,1.8%,0.0%,-36,-2
1999 Wimbledon QF,W vs Williams,0.0%,-,6.1%,81.8%,12.6%,22.0%,0.0%,37.5%,66.7%,0.6%,50.0%,-56,-42
1999 Roland Garros F,W vs Hingis,0.0%,-,9.5%,57.9%,19.1%,30.2%,7.1%,20.0%,40.0%,2.9%,53.3%,-39,-43
1999 Roland Garros SF,W vs Seles,0.0%,-,4.8%,77.8%,17.8%,25.6%,19.4%,0.0%,0.0%,2.3%,62.5%,-17,-13
1999 Indian Wells F,L vs Williams,0.0%,-,8.0%,78.6%,10.6%,18.5%,14.3%,22.2%,28.6%,1.1%,33.3%,-42,-19
1999 Hanover QF,W vs Schett,0.0%,-,0.8%,100.0%,15.8%,21.4%,50.0%,100.0%,100.0%,0.0%,-,8,47
1999 Tokyo QF,L vs Hingis,2.4%,50.0%,8.1%,64.3%,19.0%,34.8%,33.3%,0.0%,0.0%,1.0%,33.3%,-8,1
1999 Australian Open QF,L vs Seles,0.0%,-,4.7%,50.0%,21.4%,26.9%,14.3%,0.0%,0.0%,0.9%,50.0%,21,20
1999 Sydney R16,W vs Williams,0.0%,-,7.4%,75.0%,15.4%,22.2%,0.0%,0.0%,0.0%,0.3%,0.0%,-18,10
1998 WTA Tour Championships SF,L vs Davenport,0.0%,-,3.8%,66.7%,24.4%,30.0%,40.0%,25.0%,0.0%,0.8%,0.0%,-24,-16
1998 Philadelphia F,W vs Davenport,0.0%,-,2.6%,60.0%,18.0%,13.8%,0.0%,50.0%,0.0%,0.9%,100.0%,-64,-24
1998 Leipzig F,W vs Tauziat,0.0%,-,7.1%,66.7%,25.7%,33.3%,0.0%,50.0%,100.0%,0.0%,-,68,42
1998 New Haven F,W vs Novotna,0.0%,-,14.4%,53.3%,15.7%,21.4%,15.4%,44.4%,40.0%,0.0%,-,20,22
1997 Strasbourg F,W vs Lucic,0.0%,-,2.8%,100.0%,23.0%,42.1%,14.3%,0.0%,0.0%,0.5%,100.0%,-55,-18
1996 WTA Tour Championships F,W vs Hingis,0.0%,-,9.1%,53.8%,16.2%,22.5%,6.3%,11.1%,33.3%,2.6%,42.9%,-36,-27
1996 US Open F,W vs Seles,0.0%,-,4.8%,71.4%,10.4%,11.8%,8.3%,50.0%,0.0%,1.3%,33.3%,-46,10
1996 US Open SF,W vs Hingis,0.0%,-,5.3%,75.0%,15.7%,21.9%,0.0%,44.4%,0.0%,2.2%,25.0%,17,7
1996 Wimbledon SF,W vs Date Krumm,0.0%,-,4.6%,75.0%,7.1%,16.3%,0.0%,14.3%,50.0%,1.3%,50.0%,-32,-20
1996 Wimbledon F,W vs Sanchez Vicario,4.1%,66.7%,20.0%,65.5%,16.7%,23.5%,27.3%,20.0%,0.0%,0.5%,0.0%,83,79
Career (158 matches),,1.1%,70.5%,10.8%,70.2%,15.1%,22.2%,12.9%,22.1%,44.8%,1.1%,34.2%,-9,-10
