Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,5,0,5,0.0%,2-10,16.7%,43-65,39.8%,0-1,0.0%,0,,,,,,,,,,,,R32 (5x)
2022,26,19,7,73.1%,38-16,70.4%,303-209,59.2%,2-4,33.3%,0,,,,,,,,,,,,W (W15 Monastir)
2021,19,13,6,68.4%,26-10,72.2%,196-128,60.5%,0-1,0.0%,0,,,,,,,,,,,,F (2x)
2020,5,5,0,100.0%,10-2,83.3%,67-38,63.8%,0-0,-,0,,,,,,,,,,,,W (W15 Stuttgart-Stammheim)
2019,28,15,13,53.6%,31-31,50.0%,303-283,51.7%,2-7,22.2%,0,,,,,,,,,,,,F (W25 El Espinar Segovia)
2018,46,30,16,65.2%,64-38,62.7%,512-408,55.7%,10-3,76.9%,0,,,,,,,,,,,,W (3x)
2017,28,14,14,50.0%,32-32,50.0%,297-306,49.3%,2-5,28.6%,0,,,,,,,,,,,,W (Hammamet $15K)
2016,46,30,16,65.2%,61-37,62.2%,484-384,55.8%,4-3,57.1%,0,,,,,,,,,,,,W (Sharm El Sheikh $10K)
2015,66,51,15,77.3%,106-39,73.1%,771-498,60.8%,4-5,44.4%,0,,,,,,,,,,,,W (4x)
2014,20,11,9,55.0%,25-17,59.5%,214-177,54.7%,4-2,66.7%,0,,,,,,,,,,,,W (Antalya 10K)
2013,4,1,3,25.0%,3-7,30.0%,39-48,44.8%,0-0,-,0,,,,,,,,,,,,R16 (Ruse 10K)
2011,2,1,1,50.0%,2-3,40.0%,12-22,35.3%,0-0,-,0,,,,,,,,,,,,R16 (Plovdiv 10K)
Career,295,190,105,64.4%,400-242,62.3%,3241-2566,55.8%,28-31,47.5%,0,,,,,,,,,,,,
