Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),509,83,,,,,,,,,,,,
2025,483,90,,,,,,,,,,,,
2024,562,62,,,,,,,,,1025,32,,
2023,622,54,,,,,,,,,,,,
2022,392,118,334,1399,302,1374,313,1376,239,1340,,,,
2021,233,276,266,1467,244,1435,247,1439,,,,,,
2020,326,134,237,1458,227,1433,,,,,,,,
2019,294,137,299,1440,271,1420,275,1407,248,1354,683,48,,
2018,87,636,173,1575,150,1552,184,1496,211,1402,226,265,,
2017,138,399,157,1599,141,1577,199,1480,199,1425,574,86,,
2016,181,318,192,1545,175,1527,213,1456,191,1429,657,75,,
2015,135,432,168,1580,144,1557,186,1493,154,1508,786,55,,
2014,271,184,173,1572,174,1528,210,1467,147,1502,606,82,,
2013,248,188,267,1449,256,1411,283,1374,182,1447,390,159,,
2012,259,184,194,1544,160,1536,262,1406,,,530,100,,
2011,290,158,239,1491,200,1482,276,1382,,,1213,14,,
2010,521,55,,,,,,,,,729,46,,
2009,1016,7,,,,,,,,,789,38,,
2008,1823,1,,,,,,,,,1476,6,,
2006,,,,,,,,,,,1661,1,,
