Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,49,23,26,46.9%,54-68,44.3%,582-637,47.7%,13-9,59.1%,36,78.3%,16.4%,6.8%,2.8%,57.9%,70.2%,52.0%,62.6%,33.0%,48.3%,0.88
Clay,20,7,13,35.0%,21-35,37.5%,259-301,46.3%,3-4,42.9%,18,73.3%,20.4%,5.5%,1.7%,61.0%,67.7%,49.5%,60.6%,34.8%,48.0%,0.88
Grass,6,2,4,33.3%,5-10,33.3%,67-86,43.8%,3-2,60.0%,6,72.6%,14.7%,8.3%,2.5%,60.2%,69.0%,52.1%,62.3%,33.0%,47.4%,0.87
Carpet,3,3,0,100.0%,9-2,81.8%,65-43,60.2%,2-0,100.0%,2,90.2%,20.0%,19.2%,2.6%,59.0%,84.8%,62.5%,75.6%,32.4%,53.2%,1.33
Grand Slams,6,1,5,16.7%,4-15,21.1%,68-110,38.2%,2-1,66.7%,6,69.1%,9.5%,6.3%,2.8%,57.1%,62.6%,51.5%,57.8%,29.1%,44.4%,0.69
Masters,3,0,3,0.0%,0-6,0.0%,27-39,40.9%,0-2,0.0%,3,68.8%,15.6%,1.8%,3.2%,54.1%,59.3%,52.0%,56.0%,31.3%,44.4%,0.71
Other Tours,42,21,21,50.0%,44-51,46.3%,457-484,48.6%,9-7,56.3%,41,78.1%,19.9%,7.4%,2.5%,58.7%,71.4%,51.4%,63.2%,34.5%,49.1%,0.94
Best of 5,19,9,10,47.4%,34-38,47.2%,341-371,47.9%,9-2,81.8%,12,75.8%,13.8%,7.7%,2.7%,58.5%,69.1%,52.7%,62.3%,31.7%,47.5%,0.84
Best of 3,59,26,33,44.1%,55-77,41.7%,632-696,47.6%,12-13,48.0%,50,77.3%,19.1%,6.9%,2.4%,59.3%,70.3%,51.4%,62.6%,34.2%,48.7%,0.92
Finals,1,1,0,100.0%,2-1,66.7%,19-17,52.8%,1-1,50.0%,1,88.2%,17.6%,11.2%,1.9%,64.5%,72.5%,68.4%,71.0%,32.5%,51.1%,1.12
Semi-finals,2,1,1,50.0%,2-2,50.0%,19-23,45.2%,1-1,50.0%,2,80.0%,10.0%,6.5%,2.6%,56.2%,70.9%,49.3%,61.4%,31.9%,47.6%,0.83
Quarter-finals,4,2,2,50.0%,4-6,40.0%,44-49,47.3%,0-1,0.0%,4,82.6%,13.0%,7.8%,2.5%,55.0%,75.5%,53.5%,65.6%,28.4%,48.1%,0.83
vs Righties,64,28,36,43.8%,70-93,42.9%,780-854,47.7%,18-13,58.1%,53,76.8%,18.5%,7.2%,2.6%,58.8%,70.0%,51.8%,62.5%,34.1%,48.6%,0.91
vs Lefties,12,6,6,50.0%,16-19,45.7%,165-185,47.1%,3-2,60.0%,9,77.1%,12.5%,6.6%,1.8%,61.3%,69.9%,51.5%,62.8%,29.6%,46.7%,0.80
vs Top 10,3,0,3,0.0%,0-8,0.0%,24-49,32.9%,0-1,0.0%,3,62.9%,5.4%,6.1%,2.0%,51.4%,62.7%,42.9%,53.1%,21.9%,39.4%,0.47
