Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Puerto Vallarta CH SF,L vs Ofner,20% (2/10),0% (0/2),0/1,33% (3/9),33% (1/3),0/0,0/0,0/1,0/0,0/0
2019 Puerto Vallarta CH R16,W vs Safwat,38% (3/8),100% (3/3),0/0,33% (3/9),100% (3/3),3/3,2/2,0/0,1/1,0/0
2019 Puerto Vallarta CH R32,W vs Estrella,88% (7/8),86% (6/7),1/1,29% (2/7),50% (1/2),5/5,1/1,0/0,0/0,0/0
2019 Leon CH R16,L vs Quiroz,25% (4/16),50% (2/4),0/3,33% (5/15),40% (2/5),1/2,1/1,3/3,0/0,1/1
2019 Leon CH R32,W vs Redlicki,60% (6/10),50% (3/6),0/0,10% (1/10),100% (1/1),3/3,2/2,1/1,1/1,0/0
2019 San Luis Potosi CH R32,L vs Gomez Herrera,29% (4/14),50% (2/4),0/4,54% (7/13),29% (2/7),2/2,1/1,2/3,0/0,1/1
2019 St. Brieuc CH R16,L vs Mahut,0% (0/11),- (0/0),0/1,18% (2/11),50% (1/2),0/0,0/0,3/3,0/0,1/1
2019 St. Brieuc CH R32,W vs Troicki,43% (6/14),50% (3/6),0/1,31% (4/13),50% (2/4),2/2,1/1,0/1,0/0,0/0
2019 Lille CH R32,L vs Vatutin,0% (0/9),- (0/0),0/3,50% (4/8),25% (1/4),0/0,0/0,1/1,0/0,0/0
2019 Dubai Q2,L vs Berankis,18% (2/11),50% (1/2),0/2,45% (5/11),60% (3/5),0/1,0/0,2/2,0/0,0/0
2019 Dubai Q1,W vs Carr,56% (5/9),80% (4/5),0/1,44% (4/9),75% (3/4),3/3,1/1,0/0,1/1,0/0
2019 Marseille Q1,L vs Stakhovsky,38% (5/13),40% (2/5),1/4,54% (7/13),29% (2/7),1/2,1/1,0/1,0/0,0/1
2019 Sofia R32,L vs Klizan,17% (2/12),100% (2/2),0/4,45% (5/11),0% (0/5),1/1,0/0,0/1,0/0,0/0
2019 Davis Cup RR,L vs De Minaur,36% (4/11),25% (1/4),1/2,30% (3/10),33% (1/3),1/1,0/0,0/0,0/0,0/0
2019 Burnie CH R16,L vs Clarke,0% (0/8),- (0/0),0/3,50% (4/8),0% (0/4),0/0,0/0,0/1,0/0,0/1
2019 Burnie CH R32,W vs Saville,40% (6/15),83% (5/6),1/3,47% (7/15),43% (3/7),3/4,1/2,0/1,0/0,0/0
2019 Australian Open R128,L vs Laaksonen,29% (6/21),67% (4/6),2/5,35% (7/20),29% (2/7),2/4,1/1,2/2,0/0,1/1
2018 Moscow QF,L vs Khachanov,0% (0/10),- (0/0),0/1,20% (2/10),0% (0/2),0/0,0/0,2/3,0/0,2/2
2018 Moscow R32,W vs Jaziri,30% (3/10),100% (3/3),0/1,10% (1/10),0% (0/1),2/2,0/0,2/2,0/0,0/0
2018 Tashkent CH QF,L vs Majchrzak,11% (1/9),100% (1/1),0/4,50% (4/8),0% (0/4),1/1,0/0,1/1,0/0,0/0
2019 (17 matches),,31.0%,61.3%,15.8%,38.0%,38.4%,81.8%,92.3%,66.7%,100.0%,66.7%
2018 (45 matches),,26.7%,65.1%,20.4%,33.6%,36.3%,78.5%,84.0%,81.9%,90.9%,76.2%
2017 (49 matches),,31.3%,60.1%,18.1%,27.3%,37.3%,90.5%,92.1%,81.7%,94.1%,83.3%
2016 (40 matches),,30.4%,66.7%,22.8%,31.5%,37.5%,80.0%,82.4%,72.4%,80.0%,76.5%
2015 (40 matches),,31.9%,70.0%,27.8%,28.6%,39.3%,86.0%,95.7%,80.0%,91.3%,71.4%
Career (241 matches),,30.9%,65.1%,20.7%,31.9%,35.7%,82.7%,87.4%,78.0%,88.6%,74.8%
