Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2016 ITF Tsukuba R16,W vs Tjandramulia,4.6,4.3,4.9,60.0%,53.3%,33.3%,73.3%,45.3%,2.3%,-0.5,-0.5,10.5,8.3
Career (1 matches),,4.6,4.3,4.9,60.0%,53.3%,33.3%,73.3%,45.3%,2.3%,-0.5,-0.5,10.5,8.3
