Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,327,175,152,53.5%,381-355,51.8%,3433-3287,51.1%,33-32,50.8%,23,-,-,4.3%,5.3%,60.9%,65.0%,45.9%,57.5%,40.9%,49.4%,0.96
Clay,99,46,53,46.5%,106-121,46.7%,1016-1052,49.1%,10-8,55.6%,9,-,-,2.6%,7.9%,56.1%,56.3%,40.2%,49.2%,44.2%,46.6%,0.87
Grass,89,53,36,59.6%,108-82,56.8%,938-833,53.0%,13-9,59.1%,12,-,-,6.0%,4.6%,60.6%,67.6%,46.5%,59.3%,37.1%,48.6%,0.91
Carpet,94,56,38,59.6%,114-77,59.7%,945-803,54.1%,16-17,48.5%,2,-,-,9.4%,6.6%,55.7%,64.4%,55.3%,60.4%,44.1%,51.8%,1.11
Grand Slams,124,68,56,54.8%,150-128,54.0%,1343-1217,52.5%,14-9,60.9%,27,-,-,4.5%,5.0%,60.1%,63.8%,46.1%,56.8%,42.2%,49.6%,0.98
Premiers,158,72,86,45.6%,172-203,45.9%,1686-1762,48.9%,15-15,50.0%,13,-,-,4.3%,7.3%,58.0%,62.2%,45.0%,55.0%,39.2%,47.1%,0.87
Internationals,66,46,20,69.7%,95-59,61.7%,772-647,54.4%,8-8,50.0%,6,-,-,5.9%,5.3%,61.8%,69.7%,41.3%,58.8%,37.0%,47.9%,0.90
Finals,12,4,8,33.3%,9-16,36.0%,111-132,45.7%,1-4,20.0%,0,,,,,,,,,,,
Semi-finals,24,12,12,50.0%,27-25,51.9%,230-222,50.9%,0-2,0.0%,0,,,,,,,,,,,
Quarter-finals,60,24,36,40.0%,51-75,40.5%,546-623,46.7%,9-6,60.0%,1,-,-,4.5%,6.0%,61.2%,61.0%,38.5%,52.2%,36.6%,44.2%,0.77
vs Righties,508,258,250,50.8%,564-559,50.2%,5194-5103,50.4%,59-58,50.4%,40,-,-,4.6%,5.4%,60.2%,64.1%,47.0%,57.3%,40.7%,49.1%,0.95
vs Lefties,44,28,16,63.6%,58-37,61.1%,470-398,54.1%,7-5,58.3%,5,-,-,5.0%,6.3%,58.2%,66.4%,38.0%,54.5%,39.7%,47.3%,0.87
vs Top 10,95,15,80,15.8%,43-153,21.9%,691-1077,39.1%,9-11,45.0%,4,-,-,3.3%,5.4%,59.4%,54.9%,43.3%,50.2%,32.9%,42.0%,0.66
