Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,29,16,13,55.2%,5,2,3,40.0%,2005,2006,QF,7,1.19,5.6%,3.2%,65.5%,65.2%,54.7%,61.6%,45.8%,50.0%,44.6%
Roland Garros,12,Clay,18,6,12,33.3%,3,2,1,66.7%,1994,2006,R16,6,0.88,2.1%,8.0%,53.7%,57.9%,38.9%,49.1%,44.8%,49.1%,40.4%
Wimbledon,14,Grass,38,24,14,63.2%,6,4,2,66.7%,1993,2006,QF,8,0.94,6.1%,4.0%,60.7%,65.5%,48.0%,58.6%,38.7%,62.3%,45.5%
US Open,18,Hard,43,25,18,58.1%,9,6,3,66.7%,1989,2006,R16,6,0.89,3.3%,5.3%,59.1%,64.7%,43.5%,56.0%,39.3%,51.9%,52.8%
Olympics,1,,3,2,1,66.7%,0,0,0,-,2004,2004,R16,0,,,,,,,,,,
Fed Cup,3,,9,3,6,33.3%,3,1,2,33.3%,1998,2004,,0,,,,,,,,,,
Eastbourne,13,Grass,31,17,14,54.8%,5,3,2,60.0%,1993,2006,QF,1,0.71,3.9%,6.6%,56.6%,74.4%,39.4%,59.2%,29.0%,0,0
Philadelphia,12,Hard,28,16,12,57.1%,8,4,4,50.0%,1992,2005,QF,0,,,,,,,,,,
Indian Wells,12,Hard,27,15,12,55.6%,8,3,5,37.5%,1994,2006,QF,2,0.91,2.6%,7.2%,58.8%,67.8%,39.7%,56.2%,39.9%,52.6%,41.2%
San Diego,12,Hard,23,11,12,47.8%,5,4,1,80.0%,1994,2006,F,1,0.80,2.3%,8.1%,62.8%,50.0%,37.5%,45.3%,43.7%,60.0%,57.1%
Tokyo,11,Carpet,23,12,11,52.2%,7,4,3,57.1%,1996,2007,SF,2,1.11,9.4%,6.6%,55.7%,64.4%,55.3%,60.4%,44.1%,28.6%,41.2%
Filderstadt,10,Hard,30,19,11,63.3%,6,3,3,50.0%,2005,2004,F,0,,,,,,,,,,
Birmingham,10,Grass,26,17,9,65.4%,11,6,5,54.5%,1996,2006,W,3,0.92,6.6%,5.5%,61.9%,71.4%,44.9%,61.3%,35.5%,45.0%,33.3%
Sydney,10,Hard,20,10,10,50.0%,5,1,4,20.0%,1994,2005,QF,0,,,,,,,,,,
Zurich,10,Hard,19,9,10,47.4%,4,3,1,75.0%,1994,2006,SF,0,,,,,,,,,,
