Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2007,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,-,-,2.5%,5.0%,58.8%,68.1%,27.3%,51.2%,29.3%,42.0%,0.60,R32 (Memphis)
2006,25,9,16,36.0%,19-35,35.2%,237-287,45.2%,3-5,37.5%,21,-,-,4.5%,6.0%,60.3%,64.4%,45.9%,57.1%,37.8%,47.5%,0.88,R16 (4x)
2005,33,14,19,42.4%,32-42,43.2%,328-335,49.5%,5-2,71.4%,5,-,-,4.5%,8.3%,64.5%,52.4%,34.0%,45.9%,41.4%,43.7%,0.77,QF (Philadelphia)
2004,43,21,22,48.8%,49-55,47.1%,489-492,49.8%,4-3,57.1%,12,-,-,5.9%,4.0%,60.8%,67.7%,46.4%,59.4%,43.9%,51.5%,1.08,F (Memphis)
2003,46,27,19,58.7%,61-51,54.5%,529-508,51.0%,7-4,63.6%,7,-,-,3.1%,6.0%,53.9%,64.0%,49.6%,57.4%,44.3%,51.0%,1.04,W (Memphis)
2002,50,29,21,58.0%,60-50,54.5%,519-481,51.9%,3-7,30.0%,0,,,,,,,,,,,,W (Memphis)
2001,54,33,21,61.1%,73-52,58.4%,615-518,54.3%,5-5,50.0%,0,,,,,,,,,,,,F (Luxembourg)
2000,46,26,20,56.5%,60-48,55.6%,517-469,52.4%,2-6,25.0%,0,,,,,,,,,,,,W (Birmingham)
1999,45,22,23,48.9%,49-49,50.0%,441-434,50.4%,5-6,45.5%,0,,,,,,,,,,,,SF (Kremlin Cup)
1998,52,29,23,55.8%,60-50,54.5%,518-478,52.0%,9-6,60.0%,0,,,,,,,,,,,,SF (2x)
1997,52,31,21,59.6%,64-49,56.6%,540-478,53.0%,7-2,77.8%,0,,,,,,,,,,,,F (2x)
1996,42,23,19,54.8%,45-39,53.6%,404-379,51.6%,6-4,60.0%,0,,,,,,,,,,,,W (Canadian Indoor)
1995,41,25,16,61.0%,49-39,55.7%,419-381,52.4%,7-5,58.3%,0,,,,,,,,,,,,F (2x)
1994,36,19,17,52.8%,42-35,54.5%,362-343,51.3%,6-4,60.0%,0,,,,,,,,,,,,F (Lucerne)
1993,25,13,12,52.0%,28-21,57.1%,238-207,53.5%,3-5,37.5%,0,,,,,,,,,,,,SF (Sapporo)
1992,13,7,6,53.8%,14-11,56.0%,121-115,51.3%,0-2,0.0%,0,,,,,,,,,,,,QF (2x)
1991,3,2,1,66.7%,4-3,57.1%,34-32,51.5%,0-0,-,0,,,,,,,,,,,,QF (Westchester)
1990,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R128 (US Open)
1989,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,0,,,,,,,,,,,,R128 (US Open)
Career,609,330,279,54.2%,709-635,52.8%,6332-5975,51.5%,72-66,52.2%,46,-,-,4.6%,5.6%,59.7%,64.1%,45.2%,56.5%,40.7%,48.7%,0.94,
