Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,39,22,17,56.4%,53-41,56.4%,456-423,51.9%,9-4,69.2%,39,65.7%,37.8%,3.4%,4.3%,62.8%,63.5%,45.0%,56.6%,44.4%,50.5%,1.02
Clay,3,2,1,66.7%,4-2,66.7%,32-23,58.2%,0-0,-,3,66.7%,50.0%,2.3%,4.0%,65.3%,65.5%,46.7%,59.0%,49.7%,54.3%,1.21
Semi-finals,4,0,4,0.0%,1-8,11.1%,24-54,30.8%,1-0,100.0%,4,44.7%,15.4%,3.0%,5.9%,60.2%,55.6%,38.3%,48.7%,34.6%,42.0%,0.67
Quarter-finals,6,4,2,66.7%,8-5,61.5%,70-55,56.0%,1-1,50.0%,6,73.8%,38.7%,2.0%,3.7%,64.5%,66.5%,46.9%,59.6%,46.0%,52.6%,1.14
vs Righties,10,6,4,60.0%,13-8,61.9%,101-83,54.9%,1-0,100.0%,10,72.2%,37.6%,4.3%,3.0%,64.7%,64.6%,48.2%,58.8%,43.8%,51.5%,1.06
vs Lefties,3,2,1,66.7%,4-3,57.1%,34-33,50.7%,1-0,100.0%,3,72.7%,27.3%,3.4%,2.4%,65.9%,67.9%,46.5%,60.6%,38.6%,49.8%,0.98
