Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Dubai,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2026,Q1,2,0.75,2.9%,5.1%,61.8%,63.1%,40.4%,54.4%,34.4%,50.0%,40.0%
Chennai,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2025,Q1,2,0.64,6.5%,5.6%,53.3%,59.6%,30.0%,45.8%,34.5%,55.0%,18.2%
W35+H Tauste,1,Hard,1,0,1,0.0%,0,0,0,-,2025,2025,R32,1,0.54,3.4%,5.2%,48.3%,60.7%,36.7%,48.3%,27.9%,66.7%,100.0%
Rabat,3,Clay,3,0,3,0.0%,0,0,0,-,2022,2025,Q1,3,0.76,2.4%,2.9%,61.2%,56.3%,42.5%,51.0%,37.3%,40.7%,44.4%
Moscow,2,Clay,2,0,2,0.0%,0,0,0,-,2014,2018,Q1,2,0.74,0.8%,6.7%,63.0%,54.7%,29.5%,45.4%,40.5%,42.1%,28.6%
Tashkent,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2011,2012,Q1,2,0.70,2.2%,7.2%,49.6%,68.1%,42.9%,55.4%,31.0%,63.2%,75.0%
