Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,236,117,119,49.6%,268-254,51.3%,2420-2372,50.5%,28-38,42.4%,7,-,-,3.9%,3.9%,60.2%,65.5%,42.0%,56.1%,43.5%,50.2%,0.99
Clay,195,116,79,59.5%,254-186,57.7%,2115-1792,54.1%,13-18,41.9%,4,-,-,3.1%,4.7%,61.0%,58.7%,42.4%,52.4%,45.9%,48.9%,0.96
Grass,23,11,12,47.8%,26-25,51.0%,229-220,51.0%,1-3,25.0%,3,-,-,8.0%,3.0%,63.7%,62.5%,53.4%,59.2%,43.3%,51.1%,1.06
Carpet,64,32,32,50.0%,66-69,48.9%,630-621,50.4%,9-7,56.3%,0,,,,,,,,,,,
Grand Slams,98,55,43,56.1%,125-99,55.8%,1052-952,52.5%,8-10,44.4%,14,-,-,4.5%,3.9%,61.0%,63.3%,44.0%,55.8%,44.1%,50.0%,1.00
Premiers,117,51,66,43.6%,120-144,45.5%,1214-1268,48.9%,6-19,24.0%,0,,,,,,,,,,,
Internationals,46,27,19,58.7%,62-45,57.9%,517-474,52.2%,4-6,40.0%,0,,,,,,,,,,,
Finals,6,3,3,50.0%,9-7,56.3%,76-73,51.0%,0-1,0.0%,0,,,,,,,,,,,
Semi-finals,18,6,12,33.3%,16-25,39.0%,157-196,44.5%,1-2,33.3%,0,,,,,,,,,,,
Quarter-finals,53,18,35,34.0%,43-70,38.1%,459-531,46.4%,4-9,30.8%,0,,,,,,,,,,,
vs Righties,424,217,207,51.2%,487-457,51.6%,4391-4205,51.1%,43-60,41.7%,12,-,-,4.8%,4.3%,60.2%,61.9%,43.5%,54.6%,43.4%,49.1%,0.95
vs Lefties,43,27,16,62.8%,60-37,61.9%,478-397,54.6%,3-2,60.0%,2,-,-,2.7%,2.2%,65.2%,70.0%,46.9%,62.0%,47.3%,54.3%,1.24
vs Top 10,78,14,64,17.9%,41-124,24.8%,595-885,40.2%,6-16,27.3%,1,-,-,0.0%,11.1%,50.0%,38.9%,22.2%,30.6%,25.0%,27.8%,0.36
