Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,33,21,12,63.6%,5,3,2,60.0%,1994,2005,R16,4,1.01,4.0%,3.7%,60.6%,67.5%,42.0%,57.4%,43.0%,68.0%,36.4%
Roland Garros,11,Clay,25,14,11,56.0%,4,2,2,50.0%,1994,2004,R16,4,0.96,3.1%,4.7%,61.0%,58.7%,42.4%,52.4%,45.9%,45.9%,32.6%
Wimbledon,10,Grass,20,10,10,50.0%,4,1,3,25.0%,1994,2004,R16,3,1.06,8.0%,3.0%,63.7%,62.5%,53.4%,59.2%,43.3%,64.3%,43.5%
US Open,11,Hard,25,14,11,56.0%,7,4,3,57.1%,1994,2004,QF,3,0.97,3.8%,4.1%,59.7%,63.0%,41.9%,54.5%,44.1%,63.4%,43.3%
Olympics,1,,4,3,1,75.0%,2,2,0,100.0%,2000,2000,QF,0,,,,,,,,,,
Fed Cup,12,,32,19,13,59.4%,7,3,4,42.9%,1993,2004,,0,,,,,,,,,,
Linz,11,Hard,19,8,11,42.1%,4,3,1,75.0%,1992,2004,SF,0,,,,,,,,,,
Filderstadt,9,Hard,20,11,9,55.0%,7,3,4,42.9%,1994,2004,QF,0,,,,,,,,,,
Indian Wells,9,Hard,18,9,9,50.0%,5,2,3,40.0%,1996,2004,R16,0,,,,,,,,,,
Berlin,7,Clay,16,9,7,56.3%,3,1,2,33.3%,1997,2004,QF,0,,,,,,,,,,
Zurich,7,Hard,15,8,7,53.3%,4,2,2,50.0%,1993,2001,SF,0,,,,,,,,,,
Rome,7,Clay,15,8,7,53.3%,0,0,0,-,1996,2004,R16,0,,,,,,,,,,
