Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Corroios Seixal R32,W vs Appleton,0.97,1.10,59.2,2.4,-,56.4%,-,54.5%,48.0%,53.2%
2019 W15 Banja Luka R32,W vs Erjavec,1.00,1.20,67.7,4.4,-,51.2%,-,67.6%,46.4%,51.8%
2019 W15 Shymkent R32,W vs Poduraeva,1.10,1.50,37.6,2.2,-,59.0%,-,73.7%,45.0%,47.2%
2019 W15 Tel Aviv R32,W vs Yadav,1.08,1.70,41.8,3.5,-,68.0%,-,65.0%,54.5%,50.0%
2019 W15 Antalya R32,W vs Bartone,1.32,1.30,55.4,3.0,-,51.3%,-,50.0%,38.5%,59.5%
2019 W15 Antalya R16,L vs Ghitescu,1.00,0.92,72.5,2.5,-,53.8%,-,48.5%,45.0%,45.1%
2019 W15 Antalya R32,W vs Vajdova,1.06,1.34,55.8,2.1,-,60.0%,-,64.5%,45.7%,50.0%
2016 Ramat Hasharon $10K F,L vs Paigina,1.07,0.65,52.0,2.0,0.0%,51.9%,0.0%,36.0%,28.6%,40.9%
2016 Ramat Hasharon $10K QF,W vs Lankri,1.07,1.36,56.2,2.6,6.1%,60.6%,0.0%,60.0%,56.3%,45.2%
2016 Ramat Hasharon $10K R16,W vs Biran,1.40,2.56,30.5,2.0,12.5%,83.3%,4.8%,61.9%,48.0%,50.0%
2016 Tiberias $10K F,L vs Sezer,0.98,0.66,46.7,2.4,0.0%,51.4%,0.0%,51.4%,31.0%,34.5%
2016 Tiberias $10K R16,W vs Shleptsova,1.09,1.99,35.5,2.0,12.5%,66.7%,0.0%,71.4%,51.9%,61.5%
2016 Ashkelon $10K F,L vs Zerbone,0.88,0.86,70.6,3.4,0.0%,60.0%,0.0%,44.4%,48.1%,44.0%
2016 Buca Izmir $10K R16,W vs Cevik,0.91,1.68,29.0,2.1,0.0%,54.5%,0.0%,57.9%,81.8%,80.0%
2016 Buca Izmir $10K R32,W vs Mihaylova,1.07,1.49,47.9,3.2,0.0%,38.5%,0.0%,81.8%,45.2%,72.4%
2016 Antalya $10K QF,L vs Larkin,0.95,0.90,81.2,3.0,0.0%,41.8%,2.0%,45.1%,59.3%,46.9%
2016 Akko $10K F,W vs Paigina,1.17,1.47,45.4,2.0,0.0%,60.6%,0.0%,62.1%,51.5%,45.5%
2016 Akko $10K SF,W vs Shlomo,0.97,1.17,63.8,2.3,2.1%,55.3%,0.0%,52.4%,47.8%,64.3%
2016 Akko $10K R16,W vs Tahan,1.09,1.32,46.4,2.3,0.0%,53.1%,0.0%,45.2%,54.3%,68.8%
2016 Akko $10K R32,W vs Nadel,1.08,1.89,31.0,2.1,0.0%,68.0%,0.0%,59.1%,59.3%,68.0%
2019 (7 matches),,1.07,1.22,58.0,2.7,0.0%,56.2%,0.0%,59.1%,46.0%,50.9%
2016 (23 matches),,1.04,1.13,53.9,2.5,1.3%,53.9%,0.7%,53.1%,50.0%,51.2%
2015 (13 matches),,1.03,0.98,61.2,3.0,0.9%,55.3%,0.4%,49.4%,43.6%,46.7%
2014 (6 matches),,0.95,1.01,44.4,2.3,1.6%,48.6%,0.6%,54.7%,55.5%,46.5%
2013 (3 matches),,0.95,0.75,53.2,2.7,0.0%,46.6%,0.0%,45.8%,42.4%,42.9%
Career (53 matches),,1.03,1.06,55.7,2.6,0.9%,53.6%,0.5%,52.5%,47.6%,49.2%
