Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,19,5,14,26.3%,12-29,29.3%,157-216,42.1%,0-2,0.0%,19,48.9%,35.9%,0.3%,3.0%,69.2%,52.8%,41.9%,49.4%,44.3%,46.9%,0.88,QF (W15 Monzon)
2024,16,5,11,31.3%,13-24,35.1%,137-185,42.5%,2-2,50.0%,0,,,,,,,,,,,,QF (W15 Ceuta)
2023,30,16,14,53.3%,36-28,56.3%,316-289,52.2%,7-4,63.6%,0,,,,,,,,,,,,F (W15 Vierumaki)
2022,20,9,11,45.0%,21-23,47.7%,199-197,50.3%,1-1,50.0%,0,,,,,,,,,,,,SF (W15 Solarino)
2021,7,1,6,14.3%,3-12,20.0%,48-83,36.6%,0-0,-,0,,,,,,,,,,,,R16 (W15 Heraklion)
2020,2,1,1,50.0%,2-1,66.7%,19-16,54.3%,0-1,0.0%,0,,,,,,,,,,,,R16 (W15 Pazardzhik)
2019,37,19,18,51.4%,43-42,50.6%,410-421,49.3%,6-4,60.0%,0,,,,,,,,,,,,SF (W15 Tel Aviv)
2018,33,19,14,57.6%,46-33,58.2%,387-328,54.1%,2-3,40.0%,0,,,,,,,,,,,,F (2x)
2017,61,40,21,65.6%,84-42,66.7%,639-489,56.6%,3-2,60.0%,0,,,,,,,,,,,,W (Istanbul $15K)
2016,71,49,22,69.0%,107-58,64.8%,842-671,55.7%,9-5,64.3%,0,,,,,,,,,,,,W (Akko $10K)
2015,33,19,14,57.6%,39-39,50.0%,369-351,51.2%,2-5,28.6%,0,,,,,,,,,,,,SF (2x)
2014,34,22,12,64.7%,50-26,65.8%,376-272,58.0%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
2013,33,18,15,54.5%,41-34,54.7%,366-322,53.2%,2-3,40.0%,0,,,,,,,,,,,,SF (4x)
2012,23,12,11,52.2%,28-26,51.9%,241-231,51.1%,1-0,100.0%,0,,,,,,,,,,,,QF (5x)
2011,40,23,17,57.5%,52-37,58.4%,420-358,54.0%,2-1,66.7%,0,,,,,,,,,,,,W (Aurangabad 10K)
2010,31,22,9,71.0%,44-21,67.7%,317-256,55.3%,7-1,87.5%,0,,,,,,,,,,,,W (Antalya 10K)
2009,8,2,6,25.0%,6-13,31.6%,64-103,38.3%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
2008,18,9,9,50.0%,19-21,47.5%,174-192,47.5%,1-3,25.0%,0,,,,,,,,,,,,SF (2x)
2007,38,26,12,68.4%,53-28,65.4%,395-323,55.0%,0-3,0.0%,0,,,,,,,,,,,,W (Khonkan 10K)
2006,14,9,5,64.3%,20-14,58.8%,166-145,53.4%,2-2,50.0%,0,,,,,,,,,,,,W (Bangkok 10K)
Career,568,326,242,57.4%,719-551,56.6%,6042-5448,52.6%,49-44,52.7%,19,48.9%,35.9%,0.3%,3.0%,69.2%,52.8%,41.9%,49.4%,44.3%,46.9%,0.88,
