Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),1093,15,,,,,,,,,1132,29,,
2025,1070,16,,,,,,,,,1055,35
2024,929,24,,,,,,,,,1134,26
2023,746,44,,,,,,,,,,
2022,845,22,,,,,,,,,,
2021,880,28,,,,,,,,,,
2020,683,42,,,,,,,,,795,45
2019,632,46,,,,,,,,,677,55
2018,809,6,,,,,,,,,592,43
2017,419,89,,,,,,,,,512,84
2016,452,73,,,,,,,,,415,117
2015,586,40,,,,,,,,,324,162
2014,521,47,,,,,,,,,652,39
2013,628,45,,,,,,,,,822,28
2012,517,56,,,,,,,,,799,29
2011,439,87,,,,,,,,,504,90
2010,551,52,,,,,,,,,,
2009,1024,6,,,,,,,,,,
2008,473,41,,,,,,,,,,
2007,406,47,,,,,,,,,,
2006,761,12,,,,,,,,,,
