Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 W50 Aschaffenburg R32,W vs Okutoyi,56% (5/9),100% (5/5),0/3,50% (5/10),40% (2/5),3/5,2/3,0/0,1/1,0/0
2019 W15 Tabarka R16,W vs Visscher,55% (6/11),100% (6/6),2/2,20% (2/10),0% (0/2),4/5,1/1,0/0,1/1,0/0
2019 W15 Tabarka R32,W vs Capurro Taborda,75% (6/8),100% (6/6),1/1,29% (2/7),50% (1/2),3/4,0/0,0/0,0/0,0/0
2019 W15 Tabarka SF,L vs Turati,47% (7/15),86% (6/7),3/5,67% (10/15),30% (3/10),4/6,1/1,0/2,0/0,0/1
2019 W15 Tabarka R32,W vs Alhussein Abdel Aziz,88% (7/8),86% (6/7),1/2,44% (4/9),25% (1/4),4/5,1/1,0/0,1/1,0/0
2019 W15 Tabarka R16,L vs Ganga,46% (6/13),67% (4/6),0/4,80% (8/10),38% (3/8),0/1,0/1,1/2,0/0,0/1
2017 Agadir $15K SF,L vs Simion,60% (6/10),83% (5/6),3/5,80% (8/10),13% (1/8),2/5,0/0,0/2,0/0,0/1
2017 Agadir $15K QF,W vs Novac,67% (8/12),63% (5/8),4/5,50% (6/12),17% (1/6),2/5,0/0,3/3,0/0,0/0
2017 Agadir $15K R32,W vs Parres Azcoitia,33% (5/15),100% (5/5),0/4,40% (6/15),17% (1/6),5/5,2/3,2/3,1/1,2/2
2017 Beni Mellal $15K QF,L vs Bara,43% (3/7),67% (2/3),1/6,100% (8/8),13% (1/8),0/2,0/0,0/1,0/0,0/1
2017 Beni Mellal $15K R16,W vs Naya,78% (7/9),100% (7/7),2/4,40% (4/10),0% (0/4),5/7,2/2,1/1,1/1,0/0
2017 Las Palmas de Gran Canaria $15K R16,L vs Sanesi,50% (4/8),50% (2/4),1/4,88% (7/8),14% (1/7),1/2,0/0,0/2,0/0,0/1
2017 Don Benito Badajoz $15K R32,L vs Luque Moreno,42% (5/12),80% (4/5),2/5,54% (7/13),0% (0/7),2/3,0/0,0/2,0/0,0/1
2016 Hammamet $10K R16,L vs Grammatikopoulou,44% (4/9),50% (2/4),0/5,70% (7/10),14% (1/7),0/2,0/0,1/2,0/0,0/1
2016 Hammamet $10K R32,W vs Palcatova,75% (6/8),83% (5/6),1/1,13% (1/8),0% (0/1),2/3,0/1,0/0,0/0,0/0
2015 Nules $10K R32,L vs Korashvili,31% (4/13),75% (3/4),2/5,71% (10/14),30% (3/10),1/2,0/0,0/2,0/0,0/1
2015 Castellon $10K R32,L vs Gamiz,14% (1/7),0% (0/1),0/5,83% (5/6),0% (0/5),0/0,0/0,0/0,0/0,0/0
2015 Vall de Uxo $10K R32,L vs Serrano Garcia,64% (7/11),86% (6/7),6/8,73% (8/11),0% (0/8),3/6,0/0,0/0,0/0,0/0
2025 (1 matches),,55.6%,100.0%,0.0%,50.0%,40.0%,60.0%,66.7%,-,100.0%,-
2019 (5 matches),,58.2%,87.5%,50.0%,51.0%,30.8%,71.4%,75.0%,25.0%,100.0%,0.0%
2017 (7 matches),,52.1%,78.9%,39.4%,60.5%,10.9%,58.6%,80.0%,42.9%,100.0%,33.3%
2016 (2 matches),,58.8%,70.0%,16.7%,44.4%,12.5%,40.0%,0.0%,50.0%,-,0.0%
2015 (3 matches),,38.7%,75.0%,44.4%,74.2%,13.0%,50.0%,-,0.0%,-,0.0%
Career (18 matches),,52.4%,81.4%,39.2%,58.1%,17.6%,60.3%,69.2%,36.4%,100.0%,20.0%
