Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,14,8,6,57.1%,18-15,54.5%,162-142,53.3%,0-3,0.0%,14,60.3%,47.0%,1.3%,3.6%,75.0%,57.2%,45.5%,54.3%,47.7%,51.0%,1.04,SF (W35 Antalya)
2025,45,31,14,68.9%,70-40,63.6%,565-452,55.6%,8-5,61.5%,45,59.1%,51.5%,1.7%,3.6%,72.4%,57.9%,45.6%,54.5%,50.1%,52.3%,1.10,W (3x)
2024,66,43,23,65.2%,92-56,62.2%,748-598,55.6%,5-11,31.3%,14,53.4%,48.0%,1.9%,2.8%,73.6%,53.6%,44.8%,51.3%,49.3%,50.3%,1.01,W (2x)
2023,50,28,22,56.0%,62-52,54.4%,551-485,53.2%,1-4,20.0%,10,63.2%,38.7%,3.3%,4.9%,71.2%,58.8%,46.4%,55.2%,45.7%,50.4%,1.02,W (W25 Buenos Aires)
2022,46,22,24,47.8%,53-57,48.2%,499-501,49.9%,3-3,50.0%,6,57.8%,46.9%,0.9%,0.9%,73.6%,56.8%,44.8%,53.6%,48.2%,51.0%,1.04,F (Bari 125)
2021,48,34,14,70.8%,73-38,65.8%,583-439,57.0%,6-4,60.0%,0,,,,,,,,,,,,W (W15 Antalya)
2020,15,7,8,46.7%,16-19,45.7%,152-161,48.6%,1-1,50.0%,0,,,,,,,,,,,,QF (3x)
2019,27,15,12,55.6%,35-26,57.4%,295-243,54.8%,0-1,0.0%,0,,,,,,,,,,,,SF (2x)
2018,31,12,19,38.7%,36-40,47.4%,350-338,50.9%,1-4,20.0%,0,,,,,,,,,,,,QF (4x)
2017,10,6,4,60.0%,13-10,56.5%,109-113,49.1%,3-0,100.0%,0,,,,,,,,,,,,SF (Agadir $15K)
2016,3,1,2,33.3%,2-4,33.3%,27-30,47.4%,0-1,0.0%,0,,,,,,,,,,,,R16 (Hammamet $10K)
2015,3,0,3,0.0%,1-6,14.3%,20-42,32.3%,0-0,-,0,,,,,,,,,,,,R32 (3x)
Career,358,207,151,57.8%,471-363,56.5%,4061-3544,53.4%,28-37,43.1%,89,58.8%,48.6%,1.8%,3.5%,73.0%,57.1%,45.5%,54.0%,49.0%,51.5%,1.07,
