Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,3,0,3,0.0%,1,0,1,0.0%,2024,2026,Q1,3,0.91,0.8%,1.5%,68.6%,56.4%,34.9%,49.6%,45.8%,35.5%,35.6%
Roland Garros,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2023,2025,Q2,3,0.93,1.8%,3.2%,72.6%,59.1%,50.0%,56.6%,40.3%,45.0%,31.0%
Wimbledon,2,Grass,2,0,2,0.0%,0,0,0,-,2023,2025,Q1,2,0.84,1.9%,5.1%,66.5%,50.5%,39.6%,46.8%,44.8%,58.1%,47.1%
US Open,2,Hard,2,0,2,0.0%,0,0,0,-,2023,2025,Q1,2,0.78,2.6%,4.6%,59.2%,57.8%,38.7%,50.0%,39.2%,47.4%,38.5%
Ljubljana 125,2,Clay,5,3,2,60.0%,3,2,1,66.7%,2024,2025,QF,5,1.06,2.1%,1.9%,76.9%,55.2%,54.0%,54.9%,47.7%,45.2%,56.8%
Rome,5,Clay,5,0,5,0.0%,0,0,0,-,2021,2025,R128,5,0.76,1.0%,4.7%,68.5%,50.5%,36.2%,46.0%,40.9%,43.8%,30.0%
Rouen,2,Clay,4,1,3,25.0%,1,0,1,0.0%,2024,2025,R32,4,0.97,1.4%,3.1%,69.3%,53.3%,50.0%,52.3%,46.4%,57.4%,47.6%
Cali 125,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2023,2024,R16,4,1.01,0.6%,3.4%,73.3%,53.6%,45.3%,51.4%,48.8%,44.7%,52.3%
Palermo,4,Clay,8,4,4,50.0%,1,0,1,0.0%,2021,2024,R16,8,1.05,2.1%,1.8%,75.1%,54.5%,45.3%,52.2%,50.4%,56.0%,46.5%
Bari 125,3,Clay,8,5,3,62.5%,1,0,1,0.0%,2022,2024,F,8,1.07,1.3%,2.9%,71.5%,58.9%,43.0%,54.4%,48.6%,63.2%,49.4%
