Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 W50 Aschaffenburg R32,W vs Okutoyi,1.35,1.51,47.4,2.0,0.0%,61.8%,0.0%,50.0%,38.5%,60.0%
2019 W15 Tabarka R16,W vs Visscher,0.87,1.50,44.0,3.0,-,70.8%,-,52.4%,74.1%,56.0%
2019 W15 Tabarka R32,W vs Capurro Taborda,1.07,1.80,39.1,2.2,-,63.6%,-,65.0%,65.4%,54.2%
2019 W15 Tabarka SF,L vs Turati,0.80,0.79,51.0,8.4,-,45.2%,-,52.6%,50.0%,51.3%
2019 W15 Tabarka R32,W vs Alhussein Abdel Aziz,1.26,1.65,44.9,2.1,-,57.6%,-,50.0%,56.0%,65.2%
2019 W15 Tabarka R16,L vs Ganga,0.90,0.74,47.5,2.0,-,43.2%,-,54.3%,50.0%,33.3%
2017 Agadir $15K SF,L vs Simion,0.97,0.80,58.2,2.7,-,45.2%,-,36.7%,50.0%,48.1%
2017 Agadir $15K QF,W vs Novac,1.09,1.15,69.1,3.3,-,53.6%,-,54.5%,50.0%,47.3%
2017 Agadir $15K R32,W vs Parres Azcoitia,1.15,1.21,59.8,14.2,0.0%,66.0%,0.0%,52.1%,44.0%,41.9%
2017 Beni Mellal $15K QF,L vs Bara,1.09,0.74,44.8,2.0,0.0%,17.2%,0.0%,50.0%,54.5%,35.0%
2017 Beni Mellal $15K R16,W vs Naya,1.00,1.35,52.6,2.4,0.0%,50.0%,0.0%,60.7%,62.1%,59.3%
2017 Las Palmas de Gran Canaria $15K R16,L vs Sanesi,0.93,0.69,49.4,2.7,0.0%,50.0%,0.0%,35.7%,53.3%,29.6%
2017 Don Benito Badajoz $15K R32,L vs Luque Moreno,0.99,0.74,52.2,3.1,0.0%,44.7%,0.0%,48.6%,40.0%,39.4%
2016 Hammamet $10K R16,L vs Grammatikopoulou,0.98,0.58,41.8,2.0,0.0%,39.3%,0.0%,41.7%,34.5%,36.0%
2016 Hammamet $10K R32,W vs Palcatova,1.12,1.77,43.3,2.1,-,72.0%,-,56.5%,53.3%,58.6%
2015 Nules $10K R32,L vs Korashvili,1.11,0.79,60.9,4.3,0.0%,52.2%,0.0%,42.9%,42.9%,31.6%
2015 Castellon $10K R32,L vs Gamiz,0.87,0.37,31.7,2.1,5.6%,33.3%,0.0%,44.4%,38.1%,11.1%
2015 Vall de Uxo $10K R32,L vs Serrano Garcia,0.99,0.90,71.1,2.2,0.0%,46.7%,0.0%,37.2%,55.3%,50.0%
2025 (1 matches),,1.35,1.51,47.4,2.0,0.0%,61.8%,0.0%,50.0%,38.5%,60.0%
2019 (5 matches),,0.95,1.12,46.1,2.6,0.0%,53.8%,0.0%,54.1%,57.5%,50.3%
2017 (7 matches),,1.05,0.96,57.1,3.0,0.0%,48.9%,0.0%,49.2%,49.6%,43.5%
2016 (2 matches),,1.04,0.99,42.5,2.1,0.0%,54.7%,0.0%,48.9%,44.1%,48.1%
2015 (3 matches),,1.02,0.75,59.6,2.6,0.9%,46.8%,0.0%,40.8%,46.5%,34.8%
Career (18 matches),,1.03,0.99,52.9,2.6,0.2%,51.0%,0.0%,49.0%,50.2%,45.1%
