Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Saint Tropez CH F,W vs Pouille,27.5%,40.7%,54.5%,36.8%,29.6%,45.1%,60.0%,41.5%,9.7%,57.5%,66.7%,20.0%,25.0%,37.5%,-79
2023 Houston SF,L vs Tiafoe,19.6%,30.4%,43.9%,26.3%,33.3%,48.5%,59.1%,44.5%,18.8%,41.2%,0.0%,0.0%,5.3%,26.3%,-118
2023 Houston R16,W vs Isner,34.9%,44.4%,63.4%,40.6%,37.0%,48.1%,58.8%,43.7%,9.5%,51.5%,-,22.2%,22.2%,85.7%,-79
2023 Rotterdam QF,L vs Griekspoor,27.5%,41.2%,58.3%,32.7%,35.3%,44.1%,40.9%,43.2%,28.6%,35.0%,0.0%,12.5%,37.5%,85.7%,10
2023 Rotterdam R16,W vs Rune,33.3%,46.3%,40.0%,38.9%,38.2%,55.9%,52.4%,47.1%,26.3%,40.0%,50.0%,26.3%,31.6%,21.4%,-3
2023 Rotterdam R32,W vs Huesler,27.3%,45.5%,66.7%,38.5%,34.9%,58.1%,75.0%,52.1%,55.6%,72.0%,100.0%,15.0%,25.0%,52.9%,25
2022 US Open R128,W vs Mannarino,29.9%,42.5%,57.9%,37.7%,30.4%,48.2%,61.5%,42.5%,21.4%,64.3%,33.3%,33.3%,37.0%,50.0%,25
2022 US Open R64,L vs Musetti,29.4%,45.9%,48.6%,39.4%,38.9%,61.1%,65.9%,54.2%,15.2%,53.8%,0.0%,12.5%,18.8%,21.4%,1
2022 US Open Q3,W vs Jubb,20.5%,31.8%,50.0%,29.3%,23.0%,32.8%,46.8%,35.7%,41.4%,65.6%,50.0%,16.0%,32.0%,57.1%,33
2022 Houston QF,L vs Opelka,25.8%,41.9%,45.7%,33.2%,29.4%,52.9%,58.3%,42.9%,31.3%,50.0%,50.0%,21.4%,28.6%,31.8%,-79
2022 Houston R16,W vs Wolf,17.9%,26.8%,57.8%,22.7%,17.8%,24.4%,54.1%,23.8%,11.1%,63.0%,100.0%,20.0%,40.0%,75.0%,59
2021 ITF Champaign F,L vs Shelton,15.4%,24.4%,48.4%,23.3%,17.9%,25.0%,50.0%,28.9%,8.7%,72.7%,100.0%,11.1%,27.8%,43.8%,-18
2019 Amersfoort CH R64,L vs Rune,29.2%,38.5%,40.5%,34.9%,36.4%,47.7%,46.4%,44.8%,50.0%,66.7%,75.0%,17.6%,23.5%,28.6%,39
2019 Dallas CH Q1,W vs Redlicki,34.4%,35.9%,47.4%,36.1%,37.2%,39.5%,40.7%,39.8%,57.1%,45.5%,50.0%,35.3%,35.3%,63.6%,196
Career (14 matches),,26.6%,38.5%,51.7%,33.9%,31.0%,44.9%,55.4%,41.7%,26.4%,57.4%,55.6%,18.8%,27.4%,44.0%,68
