Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,10,5,5,50.0%,12-13,48.0%,123-125,49.6%,1-1,50.0%,10,81.7%,19.2%,6.0%,4.0%,64.4%,73.4%,49.6%,65.0%,36.7%,50.3%,1.05
Clay,9,5,4,55.6%,10-8,55.6%,88-83,51.5%,1-0,100.0%,9,83.5%,18.8%,6.7%,2.8%,71.0%,72.8%,47.1%,65.4%,35.1%,50.5%,1.01
Grass,8,3,5,37.5%,8-12,40.0%,100-102,49.5%,1-5,16.7%,8,84.7%,16.0%,7.1%,3.5%,70.9%,71.4%,49.5%,65.0%,34.6%,49.8%,0.99
Grand Slams,3,1,2,33.3%,4-6,40.0%,50-55,47.6%,1-2,33.3%,3,86.5%,9.4%,5.2%,3.3%,66.9%,76.0%,47.5%,66.6%,32.0%,48.8%,0.96
Other Tours,24,12,12,50.0%,26-27,49.1%,261-255,50.6%,2-4,33.3%,24,82.5%,19.8%,6.8%,3.5%,68.7%,71.9%,49.2%,64.8%,36.3%,50.5%,1.03
Best of 5,3,1,2,33.3%,4-6,40.0%,50-55,47.6%,1-2,33.3%,3,86.5%,9.4%,5.2%,3.3%,66.9%,76.0%,47.5%,66.6%,32.0%,48.8%,0.96
Best of 3,24,12,12,50.0%,26-27,49.1%,261-255,50.6%,2-4,33.3%,24,82.5%,19.8%,6.8%,3.5%,68.7%,71.9%,49.2%,64.8%,36.3%,50.5%,1.03
Semi-finals,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,55.6%,0.0%,7.1%,7.1%,58.9%,72.7%,21.7%,51.8%,22.0%,39.2%,0.46
Quarter-finals,4,1,3,25.0%,3-6,33.3%,40-48,45.5%,0-0,-,4,77.3%,13.6%,7.6%,1.5%,68.1%,70.9%,48.8%,63.9%,33.1%,48.5%,0.92
vs Righties,22,9,13,40.9%,20-31,39.2%,244-263,48.1%,3-6,33.3%,22,82.1%,15.7%,6.4%,3.7%,68.0%,71.9%,48.9%,64.6%,34.4%,49.3%,0.97
vs Lefties,5,4,1,80.0%,10-2,83.3%,67-47,58.8%,0-0,-,5,87.9%,28.6%,7.1%,2.6%,70.4%,75.3%,49.0%,67.5%,41.1%,54.1%,1.27
vs Top 10,1,1,0,100.0%,1-0,100.0%,6-4,60.0%,0-0,-,1,85.7%,57.1%,9.3%,1.9%,63.0%,70.6%,40.0%,59.3%,49.1%,54.1%,1.21
