Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Saint Tropez CH F,W vs Pouille,77.6%,42.3%,7.5%,0/5,2.46,33.3%,75.0%,40.0%,5.0%,2.34,42.0%,95.7%,45.5%,13.0%,2.84,6.3%
2023 Houston SF,L vs Tiafoe,58.5%,33.3%,12.2%,2/3,2.21,10.0%,52.2%,25.0%,4.3%,2.33,19.0%,70.6%,41.7%,23.5%,2.08,0.0%
2023 Houston R16,W vs Isner,43.9%,40.0%,1.8%,0/1,2.32,2.4%,40.6%,30.8%,3.1%,2.35,2.9%,54.5%,50.0%,0.0%,2.14,0.0%
2023 Rotterdam QF,L vs Griekspoor,60.3%,44.7%,3.2%,1/1,2.34,36.1%,53.5%,52.2%,4.7%,2.43,50.0%,78.9%,33.3%,0.0%,2.21,14.3%
2023 Rotterdam R16,W vs Rune,73.7%,54.8%,8.8%,1/4,2.47,17.1%,83.8%,48.4%,2.7%,2.26,28.6%,73.3%,72.7%,26.7%,2.79,0.0%
2023 Rotterdam R32,W vs Huesler,60.3%,60.5%,3.2%,1/0,2.30,9.1%,51.3%,65.0%,5.1%,2.31,14.8%,78.3%,55.6%,0.0%,2.26,0.0%
2022 US Open R128,W vs Mannarino,67.8%,54.2%,3.4%,2/1,1.96,8.9%,68.3%,60.7%,7.3%,1.79,10.5%,73.8%,48.4%,0.0%,2.33,5.6%
2022 US Open R64,L vs Musetti,69.4%,38.4%,4.8%,0/6,2.20,47.9%,70.3%,42.3%,2.7%,2.11,74.4%,75.6%,32.4%,8.9%,2.31,7.1%
2022 US Open Q3,W vs Jubb,71.1%,52.3%,3.3%,1/3,2.39,8.8%,70.3%,44.2%,4.1%,2.35,12.8%,89.5%,64.7%,2.6%,2.48,0.0%
2022 Houston QF,L vs Opelka,66.7%,39.5%,8.8%,0/5,2.39,13.0%,55.3%,33.3%,5.3%,2.35,25.0%,89.5%,47.1%,15.8%,2.43,0.0%
2022 Houston R16,W vs Wolf,70.8%,70.6%,8.3%,2/2,2.23,0.0%,69.0%,65.0%,13.8%,2.34,0.0%,93.3%,78.6%,0.0%,1.75,0.0%
2021 ITF Champaign F,L vs Shelton,64.1%,50.0%,2.6%,2/0,1.98,16.4%,59.6%,46.4%,4.3%,2.00,23.1%,88.0%,54.5%,0.0%,1.93,0.0%
2019 Amersfoort CH R64,L vs Rune,66.7%,40.6%,10.4%,2/3,2.10,23.1%,65.7%,39.1%,2.9%,2.31,32.0%,75.0%,44.4%,33.3%,1.68,7.1%
2019 Dallas CH Q1,W vs Redlicki,71.4%,47.5%,5.4%,1/2,2.36,10.8%,68.4%,34.6%,7.9%,2.26,15.4%,100.0%,71.4%,0.0%,2.59,0.0%
Career (14 matches),,66.6%,48.0%,5.4%,28.8%,2.26,18.1%,64.2%,45.4%,4.9%,2.24,25.6%,80.5%,51.7%,7.0%,2.30,3.1%
