Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Saint Tropez CH F,W vs Pouille,0.0%,-,13.9%,68.2%,15.8%,30.8%,0.0%,3.2%,0.0%,0.0%,-,-55,-41
2023 Houston SF,L vs Tiafoe,0.0%,-,8.2%,87.5%,19.1%,18.2%,25.0%,8.3%,0.0%,2.3%,0.0%,-29,11
2023 Houston R16,W vs Isner,0.0%,-,4.2%,80.0%,23.8%,29.4%,50.0%,7.7%,0.0%,0.0%,-,-37,-4
2023 Rotterdam QF,L vs Griekspoor,2.2%,100.0%,11.4%,61.5%,16.7%,13.8%,11.8%,6.3%,0.0%,0.0%,-,40,34
2023 Rotterdam R16,W vs Rune,0.0%,-,16.2%,66.7%,16.7%,20.0%,7.1%,7.7%,33.3%,0.0%,-,-29,-2
2023 Rotterdam R32,W vs Huesler,3.3%,100.0%,17.1%,90.9%,19.2%,27.8%,0.0%,22.2%,50.0%,0.5%,0.0%,25,35
2022 US Open R128,W vs Mannarino,1.2%,100.0%,14.4%,88.0%,11.3%,29.6%,0.0%,0.0%,0.0%,0.3%,0.0%,-30,-8
2022 US Open R64,L vs Musetti,13.6%,71.4%,17.6%,75.6%,17.8%,18.6%,27.3%,3.8%,0.0%,0.3%,0.0%,45,72
2022 US Open Q3,W vs Jubb,4.8%,75.0%,13.9%,69.0%,11.9%,16.3%,6.7%,15.4%,0.0%,0.0%,-,-12,-14
2022 Houston QF,L vs Opelka,0.0%,-,2.5%,100.0%,15.2%,23.1%,9.1%,5.7%,33.3%,1.9%,66.7%,13,-14
2022 Houston R16,W vs Wolf,0.0%,-,7.7%,75.0%,11.4%,19.2%,4.3%,5.1%,0.0%,0.0%,-,-57,-65
2021 ITF Champaign F,L vs Shelton,1.3%,0.0%,11.5%,77.8%,15.5%,19.1%,14.3%,8.3%,0.0%,0.8%,50.0%,53,29
2019 Amersfoort CH R64,L vs Rune,5.2%,66.7%,15.9%,77.8%,18.3%,15.0%,25.0%,3.3%,0.0%,1.5%,0.0%,77,85
2019 Dallas CH Q1,W vs Redlicki,1.7%,100.0%,5.8%,71.4%,7.4%,13.6%,50.0%,7.9%,0.0%,0.0%,-,-49,-24
Career (14 matches),,2.9%,74.1%,12.1%,76.4%,15.0%,20.8%,11.4%,6.4%,5.4%,0.4%,23.1%,-3,7
