Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,25,12,13,48.0%,31-30,50.8%,283-277,50.5%,2-1,66.7%,25,66.3%,34.5%,2.6%,4.7%,71.1%,62.1%,44.2%,56.9%,43.2%,50.2%,1.00
Clay,3,1,2,33.3%,3-5,37.5%,34-36,48.6%,0-0,-,3,47.2%,50.0%,0.9%,4.3%,71.6%,51.7%,43.3%,49.3%,49.6%,49.4%,0.98
Grass,2,1,1,50.0%,3-2,60.0%,22-21,51.2%,0-0,-,2,71.4%,31.8%,1.6%,4.7%,68.2%,67.0%,46.3%,60.5%,41.5%,50.4%,1.05
Grand Slams,6,3,3,50.0%,7-6,53.8%,56-53,51.4%,0-0,-,6,66.7%,36.4%,1.5%,7.0%,67.9%,65.7%,40.9%,57.7%,43.3%,50.4%,1.02
Premiers,3,1,2,33.3%,3-5,37.5%,33-37,47.1%,0-0,-,3,50.0%,44.1%,0.5%,5.4%,72.1%,53.1%,43.5%,50.5%,46.6%,48.5%,0.94
Internationals,9,4,5,44.4%,11-12,47.8%,105-109,49.1%,0-1,0.0%,9,68.2%,30.2%,3.4%,3.6%,73.3%,61.2%,45.4%,57.0%,42.1%,50.0%,0.98
Quarter-finals,2,0,2,0.0%,1-4,20.0%,19-27,41.3%,0-0,-,2,65.2%,17.4%,3.0%,3.0%,73.1%,58.3%,47.2%,55.3%,33.3%,46.4%,0.75
vs Righties,26,13,13,50.0%,32-31,50.8%,289-283,50.5%,1-1,50.0%,26,63.6%,37.3%,2.4%,4.6%,71.2%,61.1%,43.0%,55.8%,44.6%,50.3%,1.01
vs Lefties,4,1,3,25.0%,5-6,45.5%,50-51,49.5%,1-0,100.0%,4,70.0%,28.0%,2.4%,4.9%,69.7%,63.2%,51.5%,59.6%,38.8%,49.3%,0.96
vs Top 10,4,0,4,0.0%,3-8,27.3%,42-60,41.2%,0-0,-,4,64.0%,19.2%,1.7%,5.1%,68.2%,60.4%,42.9%,54.8%,37.9%,46.4%,0.84
