Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open R64,L vs Mboko,1.5%,0.0%,15.2%,57.9%,6.5%,4.2%,0.0%,6.9%,16.7%,0.4%,100.0%,-18,-15
2025 Guangzhou QF,L vs Sun,4.1%,25.0%,9.5%,58.8%,12.6%,16.7%,0.0%,6.8%,40.0%,0.5%,0.0%,-53,-30
2025 US Open R64,L vs Navarro,0.0%,-,10.9%,27.3%,6.5%,15.2%,0.0%,5.3%,18.8%,0.4%,0.0%,52,68
2025 ITF Evansville F,W vs Vidmanova,1.3%,0.0%,26.9%,71.8%,14.4%,24.5%,0.0%,5.9%,33.3%,0.7%,0.0%,-16,-3
2025 Wimbledon R64,L vs Swiatek,12.4%,45.5%,17.3%,59.4%,7.1%,26.3%,0.0%,7.5%,25.0%,2.1%,16.7%,-108,-60
2022 Ostrava QF,L vs Swiatek,1.4%,100.0%,15.2%,52.4%,12.1%,22.6%,0.0%,10.2%,25.0%,2.2%,16.7%,-34,-37
2022 Ostrava R16,W vs Muchova,1.5%,100.0%,20.3%,83.3%,13.9%,25.0%,8.3%,7.4%,22.2%,2.4%,62.5%,-14,-33
2019 Cincinnati R64,L vs Mertens,6.7%,75.0%,19.4%,50.0%,14.1%,26.3%,0.0%,2.1%,0.0%,0.5%,0.0%,10,13
2019 Washington QF,W vs Hsieh,10.7%,50.0%,22.6%,67.9%,5.1%,9.1%,0.0%,0.0%,0.0%,1.7%,66.7%,-27,25
2019 Washington R16,W vs Mchale,20.0%,60.0%,24.9%,66.0%,9.0%,11.1%,0.0%,9.3%,9.1%,0.5%,0.0%,85,86
2019 Indian Wells R128,L vs Pera,2.8%,50.0%,15.8%,77.8%,5.6%,11.8%,0.0%,6.5%,20.0%,0.0%,-,66,69
2019 ITF Midland SF,W vs Peterson,2.7%,0.0%,8.2%,77.8%,20.3%,20.8%,50.0%,4.8%,0.0%,1.2%,50.0%,22,31
Last 52 Weeks (5 matches),,4.4%,35.3%,16.1%,60.2%,9.8%,18.2%,0.0%,6.5%,24.0%,0.9%,18.2%,-33,-12
Career (12 matches),,6.2%,51.9%,17.5%,64.4%,10.7%,18.8%,3.3%,6.6%,19.5%,1.1%,34.4%,-8,4
