Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Australian Open R64,L vs Mboko,4.5,5.2,3.8,40.7%,41.7%,55.0%,60.0%,48.3%,20.5%,0.5,0.5,0.5,0.5
2025 Guangzhou QF,L vs Sun,3.5,3.9,2.9,45.8%,48.4%,44.4%,50.0%,50.9%,22.0%,13.0,14.0,-5.0,-6.1
2025 US Open R64,L vs Navarro,5.3,5.3,5.4,40.8%,47.8%,18.2%,27.8%,50.2%,34.1%,-1.0,-0.8,-8.5,-10.6
2025 ITF Evansville F,W vs Vidmanova,5.2,5.4,4.9,38.0%,67.6%,70.0%,70.4%,57.8%,22.3%,17.0,11.0,5.0,5.4
2025 Wimbledon R64,L vs Swiatek,4.0,3.9,4.1,47.1%,44.2%,35.3%,42.9%,49.7%,29.0%,-5.0,-4.6,-0.5,-0.5
2022 Ostrava QF,L vs Swiatek,4.9,4.7,5.0,50.8%,40.5%,60.0%,18.8%,50.9%,39.6%,-3.0,-2.4,8.0,10.4
2022 Ostrava R16,W vs Muchova,5.5,5.5,5.4,49.2%,66.7%,50.0%,73.1%,49.5%,39.3%,9.5,6.7,2.0,2.1
2019 Cincinnati R64,L vs Mertens,4.1,4.2,4.0,40.9%,45.2%,33.3%,55.6%,53.5%,31.9%,4.5,4.5,-0.5,-0.8
2019 Washington QF,W vs Hsieh,3.9,3.7,4.0,52.5%,52.3%,57.1%,85.7%,44.8%,52.0%,-3.0,-4.2,2.0,4.4
2019 Washington R16,W vs Mchale,3.3,3.4,3.2,49.1%,48.9%,57.9%,57.1%,56.4%,21.1%,1.5,1.3,-0.5,-0.7
2019 Indian Wells R128,L vs Pera,3.7,3.8,3.6,43.3%,30.8%,46.2%,37.5%,61.9%,17.2%,-10.5,-10.7,-4.0,-8.0
2019 ITF Midland SF,W vs Peterson,3.6,3.4,3.8,55.1%,78.3%,45.5%,71.4%,58.1%,35.7%,12.5,15.2,4.0,8.9
Last 52 Weeks (5 matches),,4.4,4.6,4.1,43.4%,49.7%,44.7%,51.9%,51.6%,25.8%,4.9,4.2,-1.7,-1.9
Career (12 matches),,4.2,4.3,4.2,46.4%,50.5%,48.2%,54.1%,52.3%,31.0%,3.0,2.7,0.2,0.3
