Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Australian Open R64,L vs Mboko,36% (4/11),43% (3/7),0/0,0/0,50% (5/10),1/3,1/2,- (0/0),- (0/0)
2025 Guangzhou QF,L vs Sun,60% (12/20),50% (1/2),1/1,0/0,85% (11/13),4/6,4/5,- (0/0),- (0/0)
2025 US Open R64,L vs Navarro,11% (1/9),50% (2/4),0/0,0/0,13% (1/8),2/4,0/1,- (0/0),- (0/0)
2025 W100 Evansville F,W vs Vidmanova,69% (9/13),80% (4/5),2/2,1/1,78% (7/9),2/2,0/0,- (0/0),- (0/0)
2025 Wimbledon R64,L vs Swiatek,57% (8/14),13% (2/15),1/1,0/0,62% (8/13),1/3,1/2,- (0/0),- (0/0)
2023 Wimbledon R128,L vs Burrage,50% (3/6),25% (1/4),0/0,0/0,44% (4/9),6/8,5/6,- (0/0),- (0/0)
2022 Ostrava QF,L vs Swiatek,55% (6/11),18% (2/11),0/0,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2022 Ostrava R16,W vs Muchova,75% (9/12),50% (6/12),2/3,1/2,50% (3/6),0/1,0/0,- (0/0),- (0/0)
2021 US Open R128,L vs Pliskova,67% (4/6),38% (3/8),0/0,0/0,55% (6/11),1/3,1/2,- (0/0),- (0/0)
2020 Australian Open R64,L vs Zhang,50% (4/8),67% (2/3),0/0,0/0,55% (6/11),0/2,0/1,- (0/0),- (0/0)
2020 Australian Open R128,W vs Stosur,41% (7/17),42% (5/12),2/4,1/2,92% (11/12),0/0,0/0,- (0/0),- (0/0)
2019 US Open R64,L vs Williams,67% (10/15),100% (1/1),1/2,0/0,67% (8/12),4/6,0/1,- (0/0),- (0/0)
2019 US Open R128,W vs Bacsinszky,50% (5/10),64% (7/11),2/4,1/2,33% (2/6),0/0,0/0,- (0/0),- (0/0)
2019 Cincinnati R64,L vs Mertens,40% (4/10),33% (1/3),0/0,0/0,38% (3/8),3/5,1/2,- (0/0),- (0/0)
2019 Washington SF,L vs Giorgi,78% (7/9),100% (2/2),0/0,0/0,63% (5/8),3/5,3/4,67% (4/6),17% (1/6)
2019 Washington QF,W vs Hsieh,54% (7/13),71% (5/7),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 Washington R16,W vs Mchale,43% (6/14),58% (7/12),2/6,1/5,68% (13/19),0/0,0/0,- (0/0),- (0/0)
2019 Washington R32,W vs Zhu,30% (6/20),50% (6/12),2/2,1/1,40% (2/5),0/0,0/0,- (0/0),- (0/0)
2019 Wimbledon R128,L vs Watson,57% (4/7),44% (4/9),0/2,0/0,57% (8/14),3/5,3/4,40% (2/5),20% (1/5)
2019 W100 Surbiton SF,L vs Riske Amritraj,20% (2/10),67% (2/3),0/0,0/0,40% (4/10),0/2,0/1,- (0/0),- (0/0)
2026 (1 matches),,36.4%,42.9%,-,-,50.0%,33.3%,50.0%,-,-
2025 (4 matches),,53.6%,34.6%,100.0%,100.0%,62.8%,60.0%,62.5%,-,-
2023 (1 matches),,50.0%,25.0%,-,-,44.4%,75.0%,83.3%,-,-
2022 (2 matches),,65.2%,34.8%,66.7%,50.0%,56.3%,0.0%,0.0%,-,-
2021 (1 matches),,66.7%,37.5%,-,-,54.5%,33.3%,50.0%,-,-
Career (42 matches),,54.5%,43.8%,54.5%,47.7%,54.8%,51.1%,60.4%,54.5%,30.4%
