Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,72,31,41,43.1%,76-94,44.7%,766-816,48.4%,8-10,44.4%,72,62.2%,35.0%,2.5%,5.9%,67.1%,60.7%,42.9%,54.8%,43.4%,49.2%,0.96
Clay,15,6,9,40.0%,13-21,38.2%,150-165,47.6%,2-2,50.0%,15,57.6%,37.3%,1.4%,6.4%,66.8%,57.9%,43.7%,53.2%,44.2%,48.7%,0.94
Grass,17,8,9,47.1%,20-19,51.3%,179-173,50.9%,1-3,25.0%,17,66.5%,36.4%,2.8%,5.4%,67.2%,61.1%,48.2%,56.9%,43.6%,50.2%,1.01
Grand Slams,19,8,11,42.1%,18-23,43.9%,178-193,48.0%,1-2,33.3%,19,63.8%,33.5%,2.4%,6.4%,67.3%,61.4%,43.5%,55.5%,41.5%,48.6%,0.93
Premiers,18,7,11,38.9%,16-26,38.1%,183-212,46.3%,3-3,50.0%,18,60.2%,32.1%,2.0%,5.8%,67.8%,58.3%,46.4%,54.4%,42.7%,48.5%,0.94
Internationals,40,20,20,50.0%,48-47,50.5%,445-440,50.3%,4-7,36.4%,40,64.3%,36.8%,2.9%,5.7%,66.1%,60.9%,44.6%,55.4%,44.3%,50.0%,0.99
Semi-finals,2,0,2,0.0%,1-4,20.0%,21-31,40.4%,1-1,50.0%,2,56.0%,24.0%,1.7%,6.8%,63.6%,60.7%,39.1%,52.8%,35.9%,45.0%,0.76
Quarter-finals,7,2,5,28.6%,5-10,33.3%,59-77,43.4%,0-0,-,7,58.2%,29.0%,2.9%,5.1%,68.6%,56.6%,43.1%,52.4%,40.5%,46.8%,0.85
vs Righties,96,42,54,43.8%,99-123,44.6%,1001-1066,48.4%,10-15,40.0%,96,61.7%,35.6%,2.4%,5.8%,67.1%,60.1%,43.6%,54.7%,43.7%,49.2%,0.96
vs Lefties,5,1,4,20.0%,5-8,38.5%,53-63,45.7%,1-0,100.0%,5,63.8%,26.3%,2.3%,5.5%,66.5%,62.0%,47.0%,57.0%,38.0%,48.0%,0.88
vs Top 10,8,0,8,0.0%,5-16,23.8%,83-118,41.3%,0-1,0.0%,8,64.3%,19.6%,2.4%,5.4%,69.7%,58.4%,46.1%,54.6%,37.4%,46.1%,0.83
