Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,187,94,93,50.3%,251-236,51.5%,2425-2476,49.5%,64-39,62.1%,176,81.1%,16.4%,9.5%,3.7%,63.1%,73.0%,49.5%,64.3%,34.3%,49.4%,0.96
Clay,264,154,110,58.3%,381-275,58.1%,3342-3018,52.5%,53-47,53.0%,226,79.6%,24.1%,7.4%,4.2%,60.1%,71.7%,50.1%,63.1%,38.5%,50.8%,1.04
Grass,20,10,10,50.0%,31-32,49.2%,338-328,50.8%,7-10,41.2%,20,84.9%,17.0%,9.7%,3.2%,68.2%,74.3%,49.9%,66.6%,35.3%,50.7%,1.06
Carpet,31,12,19,38.7%,32-42,43.2%,367-396,48.1%,8-12,40.0%,25,84.4%,11.7%,11.4%,2.6%,62.1%,74.8%,53.4%,66.7%,30.3%,49.0%,0.91
Grand Slams,71,39,32,54.9%,132-117,53.0%,1292-1256,50.7%,28-26,51.9%,70,82.3%,18.4%,9.1%,3.5%,63.9%,73.2%,49.5%,64.7%,35.4%,50.1%,1.00
Masters,65,21,44,32.3%,62-91,40.5%,692-810,46.1%,18-12,60.0%,59,75.4%,14.6%,8.8%,4.7%,61.2%,70.3%,47.9%,61.6%,33.7%,48.0%,0.88
Other Tours,329,184,145,55.9%,420-336,55.6%,3849-3642,51.4%,78-66,54.2%,318,81.2%,21.4%,8.4%,3.8%,61.3%,72.7%,50.6%,64.2%,37.0%,50.6%,1.03
Best of 5,109,65,44,59.6%,217-163,57.1%,1974-1818,52.1%,36-31,53.7%,72,81.9%,18.4%,9.0%,3.5%,63.9%,73.0%,49.4%,64.5%,35.4%,50.0%,1.00
Best of 3,393,205,188,52.2%,478-422,53.1%,4498-4400,50.6%,96-77,55.5%,375,80.4%,20.4%,8.5%,4.0%,61.3%,72.4%,50.2%,63.8%,36.5%,50.2%,1.01
Finals,16,5,11,31.3%,16-26,38.1%,189-211,47.3%,2-4,33.3%,16,76.0%,20.4%,8.8%,3.3%,65.8%,68.6%,51.1%,62.6%,35.1%,48.8%,0.94
Semi-finals,29,16,13,55.2%,37-32,53.6%,352-346,50.4%,8-7,53.3%,28,80.1%,21.0%,8.8%,3.1%,63.4%,72.1%,50.6%,64.2%,37.3%,50.7%,1.04
Quarter-finals,55,29,26,52.7%,66-62,51.6%,646-640,50.2%,6-13,31.6%,52,79.0%,22.2%,9.0%,4.0%,62.5%,71.9%,47.7%,62.8%,36.2%,49.8%,0.97
vs Righties,419,230,189,54.9%,585-487,54.6%,5440-5226,51.0%,108-88,55.1%,373,81.0%,20.2%,8.7%,3.9%,61.7%,72.7%,50.0%,64.0%,36.3%,50.2%,1.01
vs Lefties,78,35,43,44.9%,97-97,50.0%,952-962,49.7%,24-20,54.5%,73,79.5%,18.3%,8.1%,3.6%,63.0%,71.6%,50.2%,63.7%,35.6%,49.6%,0.98
vs Top 10,51,16,35,31.4%,55-87,38.7%,671-797,45.7%,16-14,53.3%,46,79.7%,11.4%,9.7%,3.8%,63.8%,72.0%,47.5%,63.1%,30.2%,47.5%,0.82
