Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2017,1606,1,,,,,,,,,,,,
2010,720,20,,,,,,,,,,,,
2008,201,210,95,1701,,,74,1698,68,1616,,,,
2007,167,254,81,1710,74,1675,56,1703,,,,,,
2006,189,207,75,1718,69,1670,51,1729,,,1357,7,,
2005,228,158,77,1734,65,1699,54,1741,,,906,22,,
2004,644,25,,,,,,,,,1441,5,,
2003,14,1480,15,1906,14,1864,18,1867,31,1714,102,530,113,1463
2002,22,1435,34,1878,35,1805,17,1888,62,1642,133,390,113,1484
2001,38,973,22,1915,41,1792,15,1883,34,1715,1300,5,,
2000,25,1125,45,1853,46,1769,25,1862,60,1653,657,40,,
1999,33,1068,27,1886,48,1770,19,1883,68,1641,891,19,,
1998,45,894,25,1919,,,17,1915,,,699,36,,
1997,237,179,98,1738,95,1676,79,1723,,,777,30,,
1996,70,704,97,1750,98,1684,83,1733,107,1565,1237,2,,
1995,110,,118,1721,156,1598,81,1733,,,568,56,,
1994,117,,147,1665,134,1632,113,1666,127,1546,493,72,,
1993,51,,71,1800,91,1702,44,1822,,,331,135,,
1992,311,,,,,,,,,,704,18,,
1991,570,,,,,,,,,,679,20,,
1990,351,,,,,,,,,,597,20,,
