Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2008,14,8,6,57.1%,20-13,60.6%,169-149,53.1%,2-3,40.0%,0,,,,,,,,,,,,W (Chiasso)
2007,25,17,8,68.0%,38-16,70.4%,302-224,57.4%,4-4,50.0%,0,,,,,,,,,,,,W (Marrakech)
2006,21,13,8,61.9%,28-17,62.2%,248-200,55.4%,4-6,40.0%,0,,,,,,,,,,,,F (2x)
2005,12,7,5,58.3%,15-11,57.7%,133-125,51.6%,2-4,33.3%,0,,,,,,,,,,,,SF (Dnepropetrovsk)
2002,3,2,1,66.7%,5-3,62.5%,40-33,54.8%,0-0,-,0,,,,,,,,,,,,QF (Braunschweig)
2001,5,4,1,80.0%,9-4,69.2%,71-56,55.9%,1-1,50.0%,0,,,,,,,,,,,,F (Braunschweig)
1998,46,40,6,87.0%,75-22,77.3%,531-344,60.7%,8-5,61.5%,0,,,,,,,,,,,,W (6x)
1997,16,10,6,62.5%,19-10,65.5%,141-115,55.1%,1-5,16.7%,0,,,,,,,,,,,,W (Guadalajara)
1996,8,5,3,62.5%,9-6,60.0%,75-58,56.4%,1-0,100.0%,0,,,,,,,,,,,,SF (Oporto)
1995,41,27,14,65.9%,56-25,69.1%,422-317,57.1%,6-5,54.5%,0,,,,,,,,,,,,W (2x)
1994,12,9,3,75.0%,16-8,66.7%,121-102,54.3%,3-1,75.0%,0,,,,,,,,,,,,W (Agadir)
1993,38,28,10,73.7%,50-24,67.6%,374-305,55.1%,11-4,73.3%,0,,,,,,,,,,,,W (Porto1)
1992,4,2,2,50.0%,3-3,50.0%,31-26,54.4%,1-1,50.0%,0,,,,,,,,,,,,QF (Pescara)
1991,4,2,2,50.0%,4-4,50.0%,40-38,51.3%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
1990,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,0,,,,,,,,,,,,R32 (Casablanca)
Career,250,174,76,69.6%,347-168,67.4%,2706-2104,56.3%,45-39,53.6%,0,,,,,,,,,,,,
