Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,20,11,9,55.0%,27-21,56.3%,222-214,50.9%,2-0,100.0%,20,60.6%,40.8%,1.8%,3.6%,69.7%,59.2%,44.5%,54.7%,45.5%,50.0%,1.01,F (Split 1)
2020,18,11,7,61.1%,27-15,64.3%,228-196,53.8%,4-2,66.7%,18,76.8%,31.5%,6.3%,4.1%,65.7%,68.7%,50.3%,62.4%,43.2%,52.2%,1.15,F (Biella)
2019,23,14,9,60.9%,29-20,59.2%,238-222,51.7%,7-3,70.0%,23,73.1%,30.4%,7.2%,5.2%,58.9%,71.8%,45.6%,61.0%,41.7%,51.2%,1.07,SF (2x)
2018,20,13,7,65.0%,27-17,61.4%,229-180,56.0%,3-3,50.0%,20,77.7%,33.7%,9.7%,2.9%,59.2%,71.9%,48.7%,62.5%,43.2%,52.6%,1.15,W (Shanghai)
2017,70,50,20,71.4%,104-62,62.7%,894-725,55.2%,13-16,44.8%,70,80.9%,29.7%,8.4%,4.1%,60.4%,72.4%,53.0%,64.7%,41.0%,52.6%,1.16,W (2x)
2016,34,21,13,61.8%,44-31,58.7%,386-342,53.0%,6-3,66.7%,34,76.7%,29.5%,5.8%,5.7%,62.8%,69.4%,49.5%,62.0%,41.0%,51.5%,1.08,W (Bangkok)
2015,37,22,15,59.5%,50-38,56.8%,444-406,52.2%,7-8,46.7%,37,75.2%,29.8%,4.9%,6.2%,64.6%,69.9%,46.3%,61.6%,41.7%,51.2%,1.08,W (Shenzhen)
2014,31,24,7,77.4%,50-18,73.5%,380-247,60.6%,4-5,44.4%,31,84.3%,37.8%,7.0%,3.6%,65.3%,73.1%,51.0%,65.4%,43.9%,54.5%,1.27,W (3x)
2013,36,22,14,61.1%,47-31,60.3%,390-346,53.0%,8-1,88.9%,35,74.7%,31.0%,6.2%,4.0%,62.4%,69.7%,50.5%,62.5%,41.7%,51.7%,1.11,W (Bangkok)
2012,44,31,13,70.5%,69-31,69.0%,534-419,56.0%,5-2,71.4%,43,72.9%,38.5%,3.8%,4.4%,61.8%,66.8%,48.9%,59.9%,45.0%,52.3%,1.12,W (2x)
2011,22,15,7,68.2%,30-16,65.2%,248-209,54.3%,3-4,42.9%,21,77.2%,32.6%,6.3%,4.5%,65.6%,70.1%,47.4%,62.3%,42.6%,52.2%,1.13,W (Banja Luka)
2010,56,37,19,66.1%,77-51,60.2%,672-561,54.5%,8-8,50.0%,55,74.8%,34.1%,4.2%,5.0%,68.0%,68.0%,46.4%,61.1%,42.7%,51.8%,1.10,W (3x)
2009,57,37,20,64.9%,79-52,60.3%,677-557,54.9%,8-8,50.0%,0,,,,,,,,,,,,W (2x)
2008,26,12,14,46.2%,30-32,48.4%,301-318,48.6%,3-9,25.0%,0,,,,,,,,,,,,SF (2x)
2007,15,6,9,40.0%,15-20,42.9%,156-187,45.5%,2-2,50.0%,0,,,,,,,,,,,,SF (Burnie2)
2006,2,0,2,0.0%,2-4,33.3%,26-32,44.8%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,511,326,185,63.8%,707-459,60.6%,6025-5161,53.9%,83-74,52.9%,407,76.1%,32.9%,6.0%,4.5%,63.5%,69.4%,49.1%,62.0%,42.5%,52.0%,1.12,
