Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,1,0,1,0.0%,1-2,33.3%,16-13,55.2%,0-1,0.0%,1,92.9%,21.4%,18.1%,3.6%,61.4%,86.3%,50.0%,72.3%,40.0%,53.5%,1.44,
2018,10,2,8,20.0%,5-17,22.7%,90-128,41.3%,1-1,50.0%,10,68.2%,14.7%,3.9%,3.0%,58.3%,64.4%,50.3%,58.6%,33.1%,46.0%,0.80,R16 (2x)
2017,3,1,2,33.3%,5-5,50.0%,46-48,48.9%,0-0,-,3,62.0%,32.0%,2.8%,7.8%,54.1%,66.5%,42.9%,55.6%,42.6%,49.1%,0.96,
2015,13,3,10,23.1%,14-22,38.9%,141-198,41.6%,6-1,85.7%,13,60.8%,20.2%,5.2%,5.1%,69.5%,62.8%,38.1%,55.3%,37.4%,46.5%,0.84,R16 (2x)
2014,15,7,8,46.7%,21-18,53.8%,197-190,50.9%,3-3,50.0%,11,75.0%,23.4%,7.7%,4.2%,65.6%,68.4%,46.8%,61.0%,37.6%,49.6%,0.96,R16 (2x)
2013,25,11,14,44.0%,32-38,45.7%,327-336,49.3%,2-7,22.2%,23,75.8%,23.3%,5.5%,3.0%,63.3%,68.5%,51.4%,62.3%,38.0%,50.1%,1.01,QF (Zagreb)
2012,22,6,16,27.3%,19-39,32.8%,247-301,45.1%,1-7,12.5%,19,61.4%,23.4%,5.6%,5.0%,58.3%,63.3%,44.6%,55.5%,37.7%,46.9%,0.85,R16 (Umag)
2011,32,14,18,43.8%,39-45,46.4%,391-418,48.3%,7-2,77.8%,28,69.0%,27.1%,4.7%,5.5%,63.1%,66.3%,46.3%,58.9%,39.6%,49.4%,0.96,QF (3x)
2010,15,7,8,46.7%,21-24,46.7%,196-215,47.7%,2-2,50.0%,10,64.1%,21.9%,3.4%,6.0%,65.1%,62.1%,44.7%,56.0%,37.1%,46.5%,0.84,R16 (2x)
2009,5,3,2,60.0%,9-6,60.0%,73-61,54.5%,1-0,100.0%,1,57.1%,26.7%,3.3%,1.1%,76.1%,58.6%,36.4%,53.3%,38.4%,46.1%,0.82,
2008,6,3,3,50.0%,8-10,44.4%,85-88,49.1%,2-0,100.0%,3,65.0%,22.0%,3.7%,7.0%,59.3%,68.1%,41.8%,57.4%,36.7%,47.3%,0.86,R16 (Poertschach)
2006,1,1,0,100.0%,2-0,100.0%,12-1,92.3%,0-0,-,0,,,,,,,,,,,,
Career,148,58,90,39.2%,176-226,43.8%,1821-1997,47.7%,25-24,51.0%,122,68.2%,23.4%,5.1%,4.7%,62.9%,65.7%,46.1%,58.5%,38.0%,48.3%,0.91,
