Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2015 Wimbledon R64,L vs Simon,103.9,109.5,6.2,,,122,95,91.6,8.6,,,106,72
2015 Australian Open R128,L vs Duckworth,97.0,101.0,13.7,,,126,66,83.5,6.1,,,94,72
2014 US Open R64,W vs Chardy,104.7,110.7,8.7,,,126,86,92.0,4.7,,,104,81
2014 US Open R128,W vs Young,103.8,108.1,5.9,,,121,98,87.0,5.8,,,97,78
2014 Australian Open R64,L vs Federer,103.5,,,,,125,,,,,,,72
2013 Roland Garros R64,L vs Seppi,99.5,,,,,122,,,,,,,72
2013 Australian Open R32,L vs Tsonga,105.7,,,,,123,,,,,,,79
2013 Australian Open R64,W vs Duckworth,105.7,,,,,126,,,,,,,76
2012 Roland Garros R64,L vs Djokovic,103.5,,,,,128,,,,,,,75
2012 Roland Garros R128,W vs Hewitt,102.2,,,,,129,,,,,,,75
2012 Australian Open R64,L vs Del Potro,104.1,,,,,130,,,,,,,77
2011 Roland Garros R64,L vs Del Potro,109.6,117.1,8.8,,,128,101,94.7,6.3,,,107,87
2011 Roland Garros R128,W vs Gulbis,110.5,117.9,10.3,,,130,91,95.1,5.1,,,103,83
2011 Australian Open R64,L vs Youzhny,103.1,110.5,12.4,,,130,52,88.9,4.8,,,105,81
Career (14 matches),,103.4,109.2,10.0,,,130,52,90.1,5.9,,,107,72
