Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Go Soeda [JPN],5,3,62.5%,4,2,2,50.0%,2007,2018,7,1.10,6.8%,4.9%,63.9%,66.8%,44.7%,58.8%,45.1%,61.7%,49.2%
8,Ivan Dodig [CRO],4,4,50.0%,1,0,1,0.0%,2006,2013,1,0.76,3.2%,3.2%,66.7%,59.5%,66.7%,61.9%,28.8%,25.0%,50.0%
8,Antonio Veic [CRO],3,5,37.5%,2,1,1,50.0%,2006,2012,6,0.81,1.7%,5.9%,60.0%,53.8%,45.6%,50.5%,40.2%,50.8%,63.3%
7,Yasutaka Uchiyama [JPN],2,5,28.6%,0,0,0,-,2016,2019,7,0.88,7.4%,4.8%,59.3%,69.9%,48.5%,61.2%,34.3%,61.4%,25.7%
7,Marko Tkalec [SLO],1,6,14.3%,0,0,0,-,2005,2007,0,,,,,,,,,,
6,Alexander Kudryavtsev [RUS],4,2,66.7%,1,1,0,100.0%,2007,2016,5,1.11,9.3%,4.1%,58.4%,74.6%,53.3%,65.8%,37.9%,65.4%,35.9%
5,Sergiy Stakhovsky [UKR],5,0,100.0%,2,1,1,50.0%,2008,2019,4,1.11,6.9%,3.2%,64.7%,68.0%,53.4%,62.9%,41.4%,78.6%,44.4%
5,Tomislav Brkic [BIH],5,0,100.0%,4,2,2,50.0%,2007,2017,4,1.31,10.5%,5.3%,65.3%,81.0%,50.0%,70.3%,38.8%,72.7%,46.4%
5,Carlos Berlocq [ARG],1,4,20.0%,2,2,0,100.0%,2010,2013,5,0.81,2.4%,3.6%,60.3%,61.3%,44.8%,54.7%,36.6%,59.6%,37.1%
5,Grega Zemlja [SLO],0,5,0.0%,0,0,0,-,2006,2009,0,,,,,,,,,,
4,Blaz Rola [SLO],3,1,75.0%,2,2,0,100.0%,2008,2021,3,1.07,6.6%,1.6%,66.0%,68.0%,56.3%,64.1%,38.6%,60.0%,40.0%
4,Facundo Bagnis [ARG],3,1,75.0%,3,3,0,100.0%,2012,2021,4,1.26,2.3%,2.6%,60.9%,64.8%,57.7%,62.0%,48.0%,44.4%,47.1%
4,Evgeny Donskoy [RUS],3,1,75.0%,0,0,0,-,2014,2018,4,1.08,5.2%,1.7%,68.1%,69.9%,50.0%,63.5%,39.3%,47.4%,54.5%
4,Stephane Robert [FRA],2,2,50.0%,1,1,0,100.0%,2009,2017,2,1.00,4.4%,6.1%,59.6%,67.6%,37.0%,55.3%,44.5%,41.7%,37.5%
4,Mikhail Youzhny [RUS],0,4,0.0%,0,0,0,-,2011,2017,4,0.90,4.7%,7.1%,60.0%,63.3%,45.4%,56.1%,39.3%,44.4%,33.3%
