Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2021,296,179,199,1557,196,1500,169,1533,185,1459,,,,
2020,269,203,161,1567,155,1525,150,1522,1,1472,601,63,,
2019,345,112,172,1581,154,1554,179,1503,155,1489,683,48,,
2018,206,246,153,1603,147,1561,159,1525,150,1495,534,25,,
2017,97,581,143,1615,131,1595,150,1540,,,309,183,,
2016,217,243,185,1556,163,1542,162,1520,203,1406,673,72,,
2015,151,382,160,1588,131,1576,147,1546,194,1438,429,145,,
2014,105,551,108,1674,89,1654,105,1620,,,,,,
2013,104,542,140,1627,130,1580,107,1622,177,1450,504,107,,
2012,94,569,114,1661,111,1616,91,1659,149,1493,270,246,,
2011,92,590,101,1689,90,1656,77,1672,156,1479,284,218,,
2010,112,516,139,1615,128,1579,97,1625,149,1486,724,47,,
2009,125,445,207,1538,182,1505,150,1549,110,1529,517,93,,
2008,285,128,258,1474,173,1502,274,1405,,,1037,19,,
2007,391,86,326,1394,274,1412,332,1331,,,504,85,,
2006,451,65,,,,,,,,,1086,14,,
2005,909,11,,,,,,,,,994,17,,
2004,1463,1,,,,,,,,,,,,
