Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2018 Bengaluru CH R32,W vs Peliwo,0.86,1.90,37.4,3.0,10.0%,65.0%,11.8%,82.4%,56.0%,64.0%
2018 Shenzhen CH F,L vs Kecmanovic,0.92,0.76,47.4,2.5,9.5%,54.8%,2.6%,53.8%,44.2%,30.6%
2018 Shenzhen CH SF,W vs Davidovich Fokina,1.18,1.45,49.9,2.2,12.9%,71.0%,3.7%,63.0%,42.9%,37.5%
2018 Shenzhen CH R16,W vs Tatlot,1.17,1.81,43.1,2.0,0.0%,55.2%,3.4%,55.2%,70.8%,68.2%
2018 Shenzhen CH R32,W vs Soeda,1.36,1.90,34.9,2.0,19.4%,71.0%,0.0%,66.7%,50.0%,36.0%
2018 Liuzhou CH SF,L vs Kecmanovic,0.79,0.85,62.4,4.1,11.9%,64.3%,11.1%,72.2%,36.2%,32.6%
2018 Liuzhou CH QF,W vs Davidovich Fokina,1.20,1.27,55.9,3.1,10.2%,61.2%,6.7%,51.1%,39.5%,53.8%
2018 Liuzhou CH R16,W vs Martinez,1.30,1.64,44.1,2.2,12.5%,68.8%,7.1%,75.0%,28.6%,42.9%
2018 Liuzhou CH R32,W vs Coppejans,0.97,1.79,44.1,2.3,7.4%,70.4%,0.0%,76.0%,48.4%,51.6%
2018 Moscow Q1,L vs Berankis,1.03,0.89,74.6,21.5,6.8%,66.1%,3.6%,50.0%,37.5%,34.9%
2018 Kaohsiung CH R32,L vs Uchiyama,0.92,0.66,50.5,3.1,6.5%,54.8%,3.6%,57.1%,28.1%,35.7%
2018 Shanghai CH F,W vs Moriya,1.16,1.62,44.1,2.2,21.6%,75.7%,20.0%,65.7%,41.9%,39.3%
2018 Shanghai CH QF,W vs Bega,0.98,1.29,56.8,4.8,19.5%,65.9%,7.7%,51.3%,55.8%,52.5%
2018 Shanghai CH R16,W vs Rodionov,0.98,1.18,66.3,4.2,7.8%,66.7%,8.5%,59.6%,53.4%,34.5%
2018 Shanghai CH R32,W vs Peliwo,0.81,1.40,49.8,2.1,21.2%,75.8%,13.3%,66.7%,42.2%,57.1%
2018 Antalya R16,L vs Monfils,0.81,0.91,70.6,4.9,15.2%,73.9%,2.5%,62.5%,41.1%,28.8%
2018 Antalya R32,W vs Baghdatis,1.07,1.43,49.4,2.3,10.8%,78.4%,5.9%,79.4%,31.4%,24.1%
2018 Antalya Q2,W vs Nedovyesov,0.90,1.47,58.7,4.7,8.1%,75.7%,3.0%,72.7%,42.4%,41.1%
2018 Antalya Q1,W vs Bellotti,1.09,1.57,50.3,2.6,15.0%,75.0%,5.7%,65.7%,46.7%,37.0%
2018 Houston R32,L vs Sandgren,0.89,0.47,37.3,2.5,0.0%,41.7%,0.0%,55.6%,19.2%,36.0%
2018 (31 matches),,0.99,1.02,52.6,2.7,8.4%,63.3%,4.8%,60.1%,39.8%,39.0%
2017 (71 matches),,1.04,1.20,56.8,2.8,8.2%,65.9%,7.8%,62.8%,41.0%,41.4%
2016 (30 matches),,1.05,1.11,55.6,2.9,5.8%,62.7%,4.4%,61.3%,38.6%,41.6%
2015 (30 matches),,1.01,0.97,51.7,2.7,5.0%,61.7%,4.5%,55.5%,38.8%,40.5%
2014 (38 matches),,1.06,1.21,47.0,2.4,7.3%,63.8%,5.8%,62.8%,41.1%,42.4%
Career (303 matches),,1.02,1.09,52.4,2.7,6.0%,62.9%,5.0%,60.7%,40.5%,41.1%
