Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,24,14,10,58.3%,14,7,7,50.0%,2009,2020,R32,20,0.98,5.3%,4.7%,63.3%,66.9%,47.4%,59.7%,39.5%,51.4%,37.0%
Roland Garros,10,Clay,17,7,10,41.2%,11,5,6,45.5%,2010,2021,R64,14,0.99,4.6%,4.0%,63.9%,64.5%,50.4%,59.4%,40.3%,59.6%,51.2%
Wimbledon,10,Grass,14,4,10,28.6%,6,4,2,66.7%,2009,2021,R64,9,0.82,7.6%,5.4%,61.5%,69.4%,39.3%,57.8%,34.4%,48.9%,38.6%
US Open,9,Hard,16,7,9,43.8%,6,3,3,50.0%,2009,2021,R32,10,1.02,5.7%,4.5%,58.5%,70.7%,46.6%,60.7%,40.3%,57.6%,33.9%
Olympics,1,,2,1,1,50.0%,0,0,0,-,2012,2012,R32,2,0.94,8.1%,2.7%,54.1%,76.7%,43.1%,61.3%,36.4%,60.0%,57.1%
Davis Cup,10,,26,17,9,65.4%,8,4,4,50.0%,2006,2020,,2,1.20,8.9%,5.8%,60.0%,73.7%,46.1%,62.6%,44.9%,66.7%,37.5%
Zagreb,6,Hard,12,6,6,50.0%,6,3,3,50.0%,2008,2015,QF,12,1.04,7.7%,4.2%,63.9%,70.7%,49.0%,62.9%,38.6%,58.5%,50.6%
Umag,6,Clay,12,6,6,50.0%,5,2,3,40.0%,2009,2015,R16,12,1.04,3.1%,4.3%,62.9%,65.1%,46.9%,58.4%,43.5%,48.8%,51.0%
Sydney,3,Hard,9,6,3,66.7%,3,3,0,100.0%,2013,2015,R16,9,1.05,8.7%,3.4%,66.0%,71.7%,50.2%,64.4%,37.5%,74.6%,40.4%
Rome Masters,3,Clay,6,3,3,50.0%,0,0,0,-,2012,2015,R64,6,1.01,3.4%,2.6%,63.1%,66.3%,46.5%,59.0%,41.4%,59.5%,38.3%
Belgrade,3,Clay,5,2,3,40.0%,1,1,0,100.0%,2010,2012,QF,5,0.91,1.8%,7.6%,62.5%,62.0%,40.7%,54.0%,42.0%,54.8%,40.0%
Chennai,2,Hard,5,2,3,40.0%,1,0,1,0.0%,2011,2012,QF,5,1.05,7.1%,6.5%,60.1%,66.8%,43.3%,57.4%,44.9%,59.5%,51.4%
